363.0,96563.28120229587,31350.641685695708,16519.459549297313,,37697.161323873486,12486.272433233313,77165.98065565956,22913.12658673768,30443.469067323596,65829.73993867911,24975.041778532315,18890.706212059707,29414.296997297057,82612.79583571869,2410.0,,5510.0,1820.0,11280.0,3340.0,4450.0,9620.0,3650.0,2760.0,4300.0,0.1433,11560.0,11560.0,
364.0,96395.38729610265,31182.74777950249,16480.072647584377,,37709.60661452389,12489.025568815454,77180.98871935043,22923.582379409017,30440.374173853717,65841.80216081276,24991.77425833854,18901.403201064375,29435.086333887964,82646.40176068884,2400.0,,5510.0,1820.0,11280.0,3350.0,4450.0,9620.0,3650.0,2760.0,4300.0,0.1433,11560.0,11560.0,
365.0,96572.89672503738,31360.257208437222,16521.715293163936,,37720.58667204193,12491.729998284387,77205.74801357625,22933.83087513508,30438.148617155304,65858.1197021659,25009.821086398606,18915.005220024337,29456.621099564807,82677.84895084918,2410.0,,5510.0,1820.0,11280.0,3350.0,4450.0,9620.0,3650.0,2760.0,4300.0,0.1433,11560.0,11560.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,227890.4862411615,53039.17054830579,220879.65095801727,,38333.94085501921,30870.78040476936,40066.58027339571,28668.406132919812,65151.56148710944,8872.806046884103,30971.938480952016,69307.09207774303,31647.174347090808,40147.764817482835,0.0453,,0.2609,0.324,0.24960000000000002,0.34890000000000004,0.1535,1.1271,0.3229,0.1443,0.316,0.24910000000000002,0.1383,0.1383,
1.0,228500.54127766698,53649.22558481127,221772.06927692104,,38363.784543956186,30869.95773683567,40095.11701698965,28693.87802565565,65181.83612591397,8881.51780084952,30980.496460404585,69306.26216906894,31667.032352455364,40167.33566119384,0.0451,,0.2607,0.324,0.2495,0.3486,0.1535,1.1260000000000001,0.32280000000000003,0.1443,0.3158,0.249,0.1383,0.1383,
2.0,228454.847408521,53603.531715665275,221705.22605221617,,38393.74095815799,30869.208392224857,40124.08233824202,28718.64877831348,65219.1671837555,8889.16993413381,30989.003317339284,69306.75549085558,31686.32078116454,40187.11445992043,0.045200000000000004,,0.2605,0.324,0.24930000000000002,0.3483,0.1534,1.125,0.32270000000000004,0.1443,0.3156,0.2489,0.1383,0.1383,
3.0,228910.73023986552,54059.4145470098,222372.11373549144,,38424.00480091919,30867.5601764671,40152.0297577604,28743.873229157914,65257.507400688424,8896.34917895119,30997.045304205665,69305.16233287456,31706.48293525852,40206.73760130237,0.045000000000000005,,0.26030000000000003,0.324,0.24910000000000002,0.34800000000000003,0.15330000000000002,1.1241,0.32270000000000004,0.1443,0.3154,0.24880000000000002,0.1383,0.1383,
4.0,229126.41715804534,54275.101465189626,222687.63109935774,,38454.4075238567,30866.719707248612,40182.15875193512,28768.962340905717,65288.05378788824,8904.26429044922,31004.84730073566,69301.67087510906,31725.992875017942,40225.36880465985,0.045000000000000005,,0.2601,0.324,0.2489,0.3476,0.1532,1.1231,0.3226,0.1443,0.31520000000000004,0.24860000000000002,0.1383,0.1383,
364.0,229126.41715804534,54275.101465189626,222687.63109935774,,38454.4075238567,30866.719707248612,40182.15875193512,28768.962340905717,65288.05378788824,8904.26429044922,31004.84730073566,69301.67087510906,31725.992875017942,40225.36880465985,0.045000000000000005,,0.2601,0.324,0.2489,0.3476,0.1532,1.1231,0.3226,0.1443,0.31520000000000004,0.24860000000000002,0.1383,0.1383,
724.0,229126.41715804534,54275.101465189626,222687.63109935774,,38454.4075238567,30866.719707248612,40182.15875193512,28768.962340905717,65288.05378788824,8904.26429044922,31004.84730073566,69301.67087510906,31725.992875017942,40225.36880465985,0.045000000000000005,,0.2601,0.324,0.2489,0.3476,0.1532,1.1231,0.3226,0.1443,0.31520000000000004,0.24860000000000002,0.1383,0.1383,
1084.0,229126.41715804534,54275.101465189626,222687.63109935774,,38454.4075238567,30866.719707248612,40182.15875193512,28768.962340905717,65288.05378788824,8904.26429044922,31004.84730073566,69301.67087510906,31725.992875017942,40225.36880465985,0.045000000000000005,,0.2601,0.324,0.2489,0.3476,0.1532,1.1231,0.3226,0.1443,0.31520000000000004,0.24860000000000002,0.1383,0.1383,
1444.0,229126.41715804534,54275.101465189626,222687.63109935774,,38454.4075238567,30866.719707248612,40182.15875193512,28768.962340905717,65288.05378788824,8904.26429044922,31004.84730073566,69301.67087510906,31725.992875017942,40225.36880465985,0.045000000000000005,,0.2601,0.324,0.2489,0.3476,0.1532,1.1231,0.3226,0.1443,0.31520000000000004,0.24860000000000002,0.1383,0.1383,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,234511.3825733431,12922.398641740205,240342.7281415111,,43208.38510895401,72221.52240595919,40836.18047817099,41312.61272012399,42636.404646318435,26924.01209303316,20131.510580395472,53770.0886371744,19559.421927987827,18026.129972550196,0.0417,,0.2315,0.1385,0.2449,0.2421,0.2346,0.3715,0.4968,0.186,0.5113,0.5548000000000001,0.21860000000000002,0.1859,investor 2
1.0,234275.26027829864,12686.276346695755,239957.19705410363,,43214.792615920975,72273.9420730598,40852.31066340031,41321.64316680295,42674.48624211132,26937.816697086768,20156.101540166692,53799.790880210145,19574.49547759856,18031.87297260924,0.0417,,0.2315,0.1384,0.24480000000000002,0.2421,0.23440000000000003,0.3713,0.49620000000000003,0.1859,0.5109,0.5546,0.21860000000000002,0.1859,investor 2
361.0,224096.30933739664,2507.3254057937593,41518.42470594672,,45401.582866808516,91262.93933039664,47938.39864786414,44450.37300117146,55156.80116039397,31173.24714564916,27977.796834048386,64007.32078831916,24458.785327484697,20443.14306058014,7710.0,,8440.0,0.1384,8910.0,8260.0,10250.0,5790.0,5200.0,11890.0,4540.0,3800.0,14980.0,14980.0,
362.0,224189.33241367803,2600.3484820751473,41546.660011689375,,45404.24503045232,91310.33192686026,47962.493668866686,44461.30840731478,55184.73489729875,31185.153804404155,27998.589802098417,64033.157489571226,24471.869688377777,20450.24724220739,7720.0,,8440.0,0.1384,8910.0,8260.0,10250.0,5790.0,5200.0,11900.0,4540.0,3800.0,14980.0,14980.0,
363.0,224271.52937405958,2682.5454424566997,41571.609265146326,,45413.62158217136,91361.35153920382,47978.21954588241,44473.45706164871,55217.63906374888,31197.64601361467,28020.776734781924,64060.17502980799,24485.50379702421,20455.7585882346,7720.0,,8440.0,0.1384,8910.0,8260.0,10260.0,5790.0,5200.0,11900.0,4550.0,3800.0,14980.0,14980.0,
364.0,224601.37125286917,3012.3873212662875,41671.72621103991,,45414.369315450844,91410.82281483302,48004.173874325475,44480.17323005554,55249.451858712295,31210.012442231084,28042.115083460936,64086.77558832657,24499.330875626576,20462.157742202595,7740.0,,8440.0,0.1384,8920.0,8260.0,10270.0,5800.0,5210.0,11910.0,4550.0,3800.0,14980.0,14980.0,
365.0,224437.61187001897,2848.627938416088,41622.02030549647,,45419.903521582084,91462.36203745242,48021.54837740492,44487.058169527016,55288.27126665898,31222.166120519356,28062.633686797206,64117.41998427037,24512.855399200085,20468.68940342808,7730.0,,8440.0,0.1384,8920.0,8270.0,10270.0,5800.0,5210.0,11910.0,4550.0,3800.0,14980.0,14980.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,157938.19723169933,26829.0592445776,178073.12504640495,,28603.34364531843,39921.53126902674,38736.09541624675,25387.33741290421,21657.80817194711,93049.7786013123,53574.82031997128,19105.57696854793,55325.85470027756,97927.35370475854,0.0562,,0.3497,0.2505,0.2582,0.39390000000000003,0.46180000000000004,0.1075,0.1867,0.5235000000000001,0.18080000000000002,0.1022,0.24450000000000002,0.1074,investor 10
1.0,158239.43683036472,27130.298843242985,178573.64836360334,,28637.007936799884,39932.01538939968,38737.709288340164,25385.31952195499,21663.906500460525,93109.85324667036,53610.23337173665,19104.534488478555,55296.36769549189,97899.51935477398,0.056,,0.3492,0.2505,0.2582,0.394,0.4616,0.1075,0.18660000000000002,0.5235000000000001,0.1809,0.1022,0.24450000000000002,0.1074,investor 10
361.0,162314.74284591392,31205.604858792183,19906.048164116695,,40331.757628130654,43683.446391131925,40014.21324829259,24850.74484164407,23974.375118045024,108200.26969399251,65346.883105824876,18702.24824947524,43273.15512224248,85818.85086845956,2130.0,,4330.0,4690.0,4290.0,2660.0,2570.0,11620.0,7010.0,2000.0,4640.0,0.1022,8940.0,8950.0,investor 6
362.0,162688.66592738027,31579.52794025853,19972.774735379386,,40355.52917859371,43694.35452508967,40018.1725930928,24849.67734394372,23980.666038441883,108242.30309986496,65378.596381955285,18702.471930435735,43235.94360604566,85780.25597394646,2140.0,,4330.0,4690.0,4290.0,2660.0,2570.0,11620.0,7020.0,2000.0,4640.0,0.1022,8940.0,8950.0,investor 6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,317373.3738074227,-18636.27389026503,279771.6930566174,,12312.866417907164,80250.17089595074,21354.500590550844,23384.87417635807,51976.9233973309,52641.75510510057,73553.77131818552,12033.706497718153,50207.82795361345,15594.756918209938,0.0358,,0.8122,0.1247,0.46830000000000005,0.4277,0.19240000000000002,0.19,0.136,0.8310000000000001,0.19920000000000002,0.6413,0.2622,0.13590000000000002,investor 2
1.0,316864.3485198107,-19145.299177877023,278976.2674855802,,12322.88122746206,80271.5228432594,21374.52964539549,23412.205747731015,52000.82199501183,52647.36769418809,73603.53503269865,12043.519949278525,50225.40515515144,15603.83657738103,0.0359,,0.8115,0.1246,0.46790000000000004,0.4272,0.19240000000000002,0.19,0.1359,0.8304,0.19920000000000002,0.6409,0.2622,0.1358,investor 2
2.0,318196.7869106197,-17812.860787068028,281058.3950216273,,12333.388016590332,80293.97959820108,21395.120911956,23438.989981619114,52027.239709058,52652.20661450914,73656.07997150166,12053.361528730546,50233.77923362821,15612.423583838172,0.0356,,0.8109000000000001,0.1246,0.46740000000000004,0.4267,0.1923,0.19,0.1358,0.8297,0.1991,0.6406000000000001,0.2622,0.1358,investor 2
362.0,318889.1394346354,-17120.508263052325,38314.65218215099,,15947.991640005794,88780.90833524338,28580.519132470257,33168.35718622811,62255.1492911636,54460.05828096901,93373.68672581714,15788.896940336741,56123.04477922364,18527.274520012903,5200.0,,2160.0,0.1246,3880.0,4500.0,8450.0,7390.0,12680.0,2140.0,7620.0,2510.0,11810.0,11820.0,investor 7
363.0,318652.64676412195,-17357.00093356578,38264.46675259229,,15958.258388235517,88803.54040856133,28599.820984847993,33195.48716785944,62292.24309852164,54465.76397092884,93428.12610701518,15799.006118818696,56147.571624720054,18534.69748098689,5190.0,,2160.0,0.1246,3880.0,4500.0,8450.0,7390.0,12680.0,2140.0,7620.0,2510.0,11810.0,11820.0,investor 7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,186925.93867101986,99378.6913274712,260571.9608567645,,127081.07902369104,92674.80312884133,24956.10958824012,9705.765348701987,64837.36114380309,128258.93064615419,229736.9318354476,84281.81603030808,15292.089182813896,60726.36568930192,0.038400000000000004,,0.0787,0.108,0.40080000000000005,1.0304,0.15430000000000002,0.078,0.0436,0.1187,0.654,0.1647,0.1148,0.0779,investor 7
1.0,187042.8943818157,99495.64703826705,260770.23555124615,,127095.45839786409,92729.67322772833,24957.40619628561,9715.893907369164,64860.87246366504,128344.03105662137,229867.05925846487,84278.02485190927,15297.947578959403,60761.8408018841,0.038400000000000004,,0.0787,0.10790000000000001,0.4007,1.0293,0.1542,0.078,0.0436,0.1187,0.6537000000000001,0.1646,0.1148,0.0779,investor 7
361.0,252402.26188738947,164855.0145438408,28945.59834385731,,132256.2312964762,113232.2985818451,25116.953281061782,13489.634213393483,72053.63869201188,156716.86154560203,266851.09628338285,83802.24546776214,18014.984030868698,74028.80007622544,2250.0,,10300.0,8820.0,1950.0,1050.0,5610.0,12200.0,0.0436,6520.0,1400.0,5760.0,21440.0,21440.0,
362.0,252647.41126067287,165100.1639171242,28977.97366623838,,132271.2964727126,113282.3710001772,25116.089798128385,13500.228438921453,72065.9745946126,156792.54407196166,266928.1906921384,83801.58322703127,18024.26875555413,74062.55750981176,2250.0,,10300.0,8820.0,1950.0,1050.0,5610.0,12210.0,0.0436,6520.0,1400.0,5760.0,21440.0,21440.0,
363.0,253000.5678585861,165453.32051503743,29024.612817525234,,132284.7252873867,113340.73937237464,25114.769221453127,13509.868876427612,72101.4134548311,156868.3470416451,267031.4580914536,83797.24593088044,18029.420974473865,74096.89382153266,2260.0,,10300.0,8820.0,1950.0,1050.0,5610.0,12220.0,0.0436,6520.0,1400.0,5770.0,21440.0,21440.0,
364.0,252426.9439503736,164879.69660682493,28948.857947320448,,132300.22020788077,113396.0874740995,25114.816713875207,13520.529449664453,72140.4635283264,156943.97758277575,267109.26531006506,83798.97792558171,18035.3075464734,74132.24838878284,2250.0,,10300.0,8830.0,1950.0,1050.0,5610.0,12220.0,0.0436,6520.0,1400.0,5770.0,21440.0,21440.0,
365.0,252725.83850967823,165178.59116612957,28988.33105543339,,132314.2784328684,113450.1916169654,25117.01711981752,13531.152926710816,72173.7695909925,157016.84638587254,267166.4653779529,83793.85093520561,18046.117828036127,74168.32636015886,2250.0,,10300.0,8830.0,1950.0,1050.0,5620.0,12230.0,0.0436,6520.0,1400.0,5770.0,21440.0,21440.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,345813.7895028111,86294.07724512526,410686.8888538776,,36781.10397849821,33210.12066438507,11973.723364556678,51656.531559973635,91358.67455203456,8067.059944456653,19211.59698480775,110041.1109439443,48773.91653245221,41175.315638572116,0.0244,,0.27190000000000003,0.3012,0.8352,0.19360000000000002,0.1095,1.2397,0.5206000000000001,0.09090000000000001,0.2051,0.2429,0.0882,0.0882,
1.0,345877.9691900001,86358.25693231425,410794.0946401101,,36791.83179893368,33226.62930993428,11983.861503840664,51662.50000061647,91470.13486888973,8071.911857341771,19216.69262624914,110074.56534751234,48804.94621125218,41193.30520629287,0.0244,,0.2718,0.301,0.8345,0.19360000000000002,0.10940000000000001,1.2389000000000001,0.5204,0.09090000000000001,0.2049,0.24280000000000002,0.0882,0.0882,
2.0,346645.3843100526,87125.67205236678,412075.9852961006,,36805.48746420895,33242.42689097395,11995.810080368774,51669.10765376923,91577.86653659465,8076.796747452412,19223.495789353554,110112.85678737253,48836.24217808032,41215.72697650277,0.024300000000000002,,0.2717,0.3009,0.8337,0.19360000000000002,0.1092,1.2382,0.5202,0.09090000000000001,0.2048,0.2427,0.0882,0.0882,
3.0,346991.1198360248,87471.40757833899,412653.5021166675,,36820.10031582494,33258.310214613004,12007.760985118128,51676.915140931065,91685.72376943416,8081.688469227445,19228.854832913577,110146.3540872828,48868.00327937348,41242.33923334214,0.024300000000000002,,0.2716,0.3007,0.8328,0.19360000000000002,0.1091,1.2374,0.5201,0.0908,0.20470000000000002,0.24250000000000002,0.0882,0.0882,
4.0,346697.0130876448,87177.30082995899,412162.2260357555,,36830.13944527102,33274.68867338665,12018.483035952577,51683.61834254898,91788.99985119468,8086.556706302158,19234.33492551774,110177.68225491604,48900.39403432658,41265.15940863953,0.024300000000000002,,0.2716,0.30060000000000003,0.8321000000000001,0.1935,0.109,1.2367000000000001,0.52,0.0908,0.20450000000000002,0.2424,0.0882,0.0882,
364.0,346697.0130876448,87177.30082995899,412162.2260357555,,36830.13944527102,33274.68867338665,12018.483035952577,51683.61834254898,91788.99985119468,8086.556706302158,19234.33492551774,110177.68225491604,48900.39403432658,41265.15940863953,0.024300000000000002,,0.2716,0.30060000000000003,0.8321000000000001,0.1935,0.109,1.2367000000000001,0.52,0.0908,0.20450000000000002,0.2424,0.0882,0.0882,
724.0,346697.0130876448,87177.30082995899,412162.2260357555,,36830.13944527102,33274.68867338665,12018.483035952577,51683.61834254898,91788.99985119468,8086.556706302158,19234.33492551774,110177.68225491604,48900.39403432658,41265.15940863953,0.024300000000000002,,0.2716,0.30060000000000003,0.8321000000000001,0.1935,0.109,1.2367000000000001,0.52,0.0908,0.20450000000000002,0.2424,0.0882,0.0882,
1084.0,346697.0130876448,87177.30082995899,412162.2260357555,,36830.13944527102,33274.68867338665,12018.483035952577,51683.61834254898,91788.99985119468,8086.556706302158,19234.33492551774,110177.68225491604,48900.39403432658,41265.15940863953,0.024300000000000002,,0.2716,0.30060000000000003,0.8321000000000001,0.1935,0.109,1.2367000000000001,0.52,0.0908,0.20450000000000002,0.2424,0.0882,0.0882,
1444.0,346697.0130876448,87177.30082995899,412162.2260357555,,36830.13944527102,33274.68867338665,12018.483035952577,51683.61834254898,91788.99985119468,8086.556706302158,19234.33492551774,110177.68225491604,48900.39403432658,41265.15940863953,0.024300000000000002,,0.2716,0.30060000000000003,0.8321000000000001,0.1935,0.109,1.2367000000000001,0.52,0.0908,0.20450000000000002,0.2424,0.0882,0.0882,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,183849.03762356308,9680.203539782553,209482.15982125595,,19451.82372931644,16317.001442364874,36714.42768833167,33400.122597799054,32623.963259832035,58228.1526040538,10699.331386632557,19756.451026075178,32731.896251669918,9328.998745747713,0.0478,,0.5141,0.6129,0.27240000000000003,0.2995,0.30660000000000004,0.1718,0.9347000000000001,0.5062,0.30560000000000004,1.072,0.2685,0.2684,investor 6
1.0,183812.23103654318,9643.396952762647,209417.78894227155,,19447.065079982352,16309.65317576849,36719.16896798411,33415.46227769948,32616.39101235638,58285.83570629824,10708.3311739598,19769.12044181344,32751.64773641646,9344.029407231534,0.0478,,0.5143,0.6132000000000001,0.27240000000000003,0.2993,0.30660000000000004,0.1716,0.9339000000000001,0.5059,0.3054,1.0703,0.2685,0.2684,investor 6
361.0,183584.58820511133,9415.7541213308,56100.87819080434,,17875.00972035757,13161.22691225349,38515.8423641966,39166.61881380848,29608.386688089136,77863.01333975486,13927.294460106099,25111.49367052613,38295.28563016479,13711.958358315402,15050.0,,4790.0,3530.0,10330.0,10510.0,7940.0,0.1716,3730.0,6730.0,10270.0,3680.0,21240.0,21240.0,
362.0,183569.05215648384,9400.218072703312,56093.58551387315,,17870.501629441347,13152.087971366598,38521.151885570405,39182.88486805358,29599.52502565078,77912.96140302127,13936.067925558576,25124.730607899342,38306.481559381566,13717.308962603649,15050.0,,4790.0,3530.0,10330.0,10510.0,7940.0,0.1716,3740.0,6740.0,10280.0,3680.0,21240.0,21240.0,
363.0,183328.01488649225,9159.180802711722,55980.441755085274,,17865.231712222623,13142.898843548654,38525.384417643545,39193.050155174205,29591.709462834584,77964.35385173833,13944.989730019966,25139.957918359105,38325.84697224216,13728.800032005262,15020.0,,4790.0,3520.0,10340.0,10510.0,7940.0,0.1716,3740.0,6740.0,10280.0,3680.0,21240.0,21240.0,
364.0,183703.7156353527,9534.88155157218,56156.79703369831,,17860.589861202927,13133.716193368617,38529.79210480164,39211.494218102656,29583.733807134828,78015.12730566841,13954.078712573091,25156.544832709846,38350.10353563971,13742.702228802393,15070.0,,4790.0,3520.0,10340.0,10520.0,7940.0,0.1716,3740.0,6750.0,10290.0,3680.0,21240.0,21240.0,
365.0,183852.7313531509,9683.897269370384,56226.745545937716,,17856.985527337205,13124.559846768825,38535.531478361656,39229.68175304837,29575.295609289315,78066.13940743788,13963.01729161775,25170.67855661002,38369.076123766274,13762.470443670232,15090.0,,4790.0,3520.0,10340.0,10520.0,7930.0,0.1716,3740.0,6750.0,10290.0,3690.0,21240.0,21240.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,218639.0590302823,74889.89590566407,258579.62517940157,,64656.94517599422,15127.489082718104,79691.97725941728,31222.245300515162,41358.3563562547,92240.57725864736,77371.77369276882,20556.348021126953,27548.381299494165,37573.4179194307,0.038700000000000005,,0.1547,0.6611,0.1255,0.32030000000000003,0.24180000000000001,0.1085,0.1293,0.48650000000000004,0.36300000000000004,0.2662,0.1272,0.1254,investor 6
1.0,219001.2580643462,75252.09493972798,259161.19353707298,,64723.59093923716,15138.09479617279,79759.18255329221,31226.122030022754,41394.27121755486,92276.89626504973,77401.86323806422,20568.28734901525,27554.259910730587,37595.03964907928,0.0386,,0.15460000000000002,0.6606000000000001,0.1254,0.32030000000000003,0.2416,0.10840000000000001,0.1292,0.4862,0.36300000000000004,0.266,0.1272,0.1254,investor 6
361.0,223674.49568143729,79925.33255681905,33439.76872890937,,81929.47370971458,19361.803546065297,101152.60317296899,32791.049370781155,54000.34771591289,106210.92849759436,89467.56476261353,24513.500845942664,28218.98349377053,44750.33709618685,4190.0,,10270.0,2420.0,12680.0,4110.0,6770.0,0.10840000000000001,11210.0,3070.0,3530.0,5610.0,12380.0,12390.0,investor 3
362.0,223640.27728550223,79891.114160884,33432.87886466182,,81979.13447904184,19372.940781774847,101210.68286108656,32795.22547768621,54038.373714180976,106247.97814105396,89501.14374562878,24523.73149881343,28221.140358257326,44772.353829880485,4190.0,,10280.0,2420.0,12690.0,4110.0,6770.0,0.10840000000000001,11220.0,3070.0,3530.0,5610.0,12380.0,12390.0,investor 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,551548.8141165061,128471.52950391272,620761.7667516473,,23989.658611427905,83679.80640527375,14793.66383372329,21583.582805728216,24903.92389714213,49735.4873713645,58588.28256917556,36335.18645638083,40841.55153374509,50204.60651581817,0.0162,,0.4169,0.11960000000000001,0.676,0.46340000000000003,0.4016,0.2011,0.17070000000000002,0.2753,0.2449,0.19920000000000002,0.0577,0.0577,
1.0,551413.140529255,128335.85591666162,620542.1139647124,,24004.556394021794,83628.19525939896,14798.892522019038,21614.912550952205,24922.19988699459,49753.61378965054,58567.34243167303,36361.437431749175,40879.53412587857,50208.52745368197,0.0162,,0.4166,0.11960000000000001,0.6758000000000001,0.4627,0.40130000000000005,0.201,0.1708,0.2751,0.2447,0.19920000000000002,0.0577,0.0577,
2.0,552578.0037223337,129500.71910974028,622428.0038563403,,24016.956058731164,83577.92813230488,14804.201558676785,21648.83002089859,24940.15285490314,49761.61363167271,58547.73526831318,36389.12370094769,40908.26521079936,50213.867748553705,0.0161,,0.4164,0.1197,0.6755,0.462,0.401,0.201,0.1709,0.27490000000000003,0.24450000000000002,0.19920000000000002,0.0577,0.0577,
3.0,553022.9113023388,129945.6266897454,623148.3002077279,,24031.981559889045,83528.1630608621,14809.814761717003,21681.0769137918,24957.983456939095,49773.25242805839,58525.93410238931,36415.75644117089,40936.04805153414,50218.129221563286,0.0161,,0.4162,0.1198,0.6753,0.46130000000000004,0.4007,0.201,0.1709,0.2747,0.24430000000000002,0.19920000000000002,0.0577,0.0577,
4.0,552053.4396703497,128976.15505775629,621578.7452918788,,24047.99036528284,83479.01283580606,14815.704353913156,21713.682223060834,24978.043244287364,49782.09566123346,58509.2516711655,36442.44207154074,40970.96714607862,50222.02594319173,0.0161,,0.41590000000000005,0.1198,0.675,0.4606,0.40040000000000003,0.20090000000000002,0.171,0.2745,0.2441,0.19920000000000002,0.0577,0.0577,
364.0,552053.4396703497,128976.15505775629,621578.7452918788,,24047.99036528284,83479.01283580606,14815.704353913156,21713.682223060834,24978.043244287364,49782.09566123346,58509.2516711655,36442.44207154074,40970.96714607862,50222.02594319173,0.0161,,0.41590000000000005,0.1198,0.675,0.4606,0.40040000000000003,0.20090000000000002,0.171,0.2745,0.2441,0.19920000000000002,0.0577,0.0577,
724.0,552053.4396703497,128976.15505775629,621578.7452918788,,24047.99036528284,83479.01283580606,14815.704353913156,21713.682223060834,24978.043244287364,49782.09566123346,58509.2516711655,36442.44207154074,40970.96714607862,50222.02594319173,0.0161,,0.41590000000000005,0.1198,0.675,0.4606,0.40040000000000003,0.20090000000000002,0.171,0.2745,0.2441,0.19920000000000002,0.0577,0.0577,
1084.0,552053.4396703497,128976.15505775629,621578.7452918788,,24047.99036528284,83479.01283580606,14815.704353913156,21713.682223060834,24978.043244287364,49782.09566123346,58509.2516711655,36442.44207154074,40970.96714607862,50222.02594319173,0.0161,,0.41590000000000005,0.1198,0.675,0.4606,0.40040000000000003,0.20090000000000002,0.171,0.2745,0.2441,0.19920000000000002,0.0577,0.0577,
