Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,666468.7007794912,1606002.1257957888,,190357.92263456565,154282.9065501382,986723.7854271242,1327814.6552874225,124803.89958158544,40646.33722653311,189507.73718788795,1596.641347634654,18068.941913519848,21539.089242463015,0.007,,0.053,0.065,0.011,0.008,0.081,0.247,0.053,6.264,0.554,0.465,0.032,0.009999999999999998,investor 4
1.0,668535.4862447701,1611738.2023446588,,190482.5970256568,154282.31514502046,987588.1436674946,1328194.119763188,124787.75057160758,40658.16823491502,189442.6408809227,1596.8460444511104,18091.038287729352,21553.87002935335,0.007,,0.053,0.065,0.011,0.008,0.081,0.246,0.053,6.263,0.553,0.464,0.032,0.009999999999999998,investor 4
361.0,668535.4862447701,1611738.2023446588,,190482.5970256568,154282.31514502046,987588.1436674946,1328194.119763188,124787.75057160758,40658.16823491502,189442.6408809227,1596.8460444511104,18091.038287729352,21553.87002935335,0.007,,0.053,0.065,0.011,0.008,0.081,0.246,0.053,6.263,0.553,0.464,0.032,0.009999999999999998,investor 4
721.0,668535.4862447701,1611738.2023446588,,190482.5970256568,154282.31514502046,987588.1436674946,1328194.119763188,124787.75057160758,40658.16823491502,189442.6408809227,1596.8460444511104,18091.038287729352,21553.87002935335,0.007,,0.053,0.065,0.011,0.008,0.081,0.246,0.053,6.263,0.553,0.464,0.032,0.009999999999999998,investor 4
1081.0,668535.4862447701,1611738.2023446588,,190482.5970256568,154282.31514502046,987588.1436674946,1328194.119763188,124787.75057160758,40658.16823491502,189442.6408809227,1596.8460444511104,18091.038287729352,21553.87002935335,0.007,,0.053,0.065,0.011,0.008,0.081,0.246,0.053,6.263,0.553,0.464,0.032,0.009999999999999998,investor 4
1441.0000000000002,668535.4862447701,1611738.2023446588,,190482.5970256568,154282.31514502046,987588.1436674946,1328194.119763188,124787.75057160758,40658.16823491502,189442.6408809227,1596.8460444511104,18091.038287729352,21553.87002935335,0.007,,0.053,0.065,0.011,0.008,0.081,0.246,0.053,6.263,0.553,0.464,0.032,0.009999999999999998,investor 4
