3.0,283493.8758898249,140049.9894830336,363164.7672875065,,72437.53994916493,61853.769004901296,68468.89465532474,12131.216313048379,11870.637100852731,36699.785860520264,19950.449612891374,61777.888975670445,114045.73005868157,79103.85473567469,0.028,,0.139,0.162,0.147,0.8250000000000001,0.843,0.273,0.502,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
4.0,282888.55905987765,139444.67265308637,362192.2921979224,,72470.39576984574,61917.530906723856,68504.97842525909,12127.299781712281,11869.772550215048,36700.94793235277,19967.6039797503,61799.40975987566,114031.0333859571,79172.27817073198,0.028,,0.138,0.162,0.146,0.8250000000000001,0.843,0.273,0.501,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
364.0,282888.55905987765,139444.67265308637,362192.2921979224,,72470.39576984574,61917.530906723856,68504.97842525909,12127.299781712281,11869.772550215048,36700.94793235277,19967.6039797503,61799.40975987566,114031.0333859571,79172.27817073198,0.028,,0.138,0.162,0.146,0.8250000000000001,0.843,0.273,0.501,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
724.0,282888.55905987765,139444.67265308637,362192.2921979224,,72470.39576984574,61917.530906723856,68504.97842525909,12127.299781712281,11869.772550215048,36700.94793235277,19967.6039797503,61799.40975987566,114031.0333859571,79172.27817073198,0.028,,0.138,0.162,0.146,0.8250000000000001,0.843,0.273,0.501,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
1084.0,282888.55905987765,139444.67265308637,362192.2921979224,,72470.39576984574,61917.530906723856,68504.97842525909,12127.299781712281,11869.772550215048,36700.94793235277,19967.6039797503,61799.40975987566,114031.0333859571,79172.27817073198,0.028,,0.138,0.162,0.146,0.8250000000000001,0.843,0.273,0.501,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
1444.0,282888.55905987765,139444.67265308637,362192.2921979224,,72470.39576984574,61917.530906723856,68504.97842525909,12127.299781712281,11869.772550215048,36700.94793235277,19967.6039797503,61799.40975987566,114031.0333859571,79172.27817073198,0.028,,0.138,0.162,0.146,0.8250000000000001,0.843,0.273,0.501,0.162,0.088,0.127,0.07200000000000001,0.07200000000000001,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,378916.02086009184,135810.61351905286,431641.3493389305,,45430.08187299592,12568.578118649608,42439.68105821319,22649.89993059301,95059.70300719321,67296.68662759935,32218.9317001432,29111.929349177495,70410.32561501686,16086.718911157826,0.024,,0.221,0.796,0.23600000000000002,0.442,0.106,0.149,0.311,0.34400000000000003,0.14300000000000002,0.622,0.065,0.065,
1.0,379475.07488442864,136369.66754338966,432508.9484981071,,45402.89460423547,12595.885149437257,42434.78412665453,22667.76046196264,95110.3345591962,67308.62525395025,32235.879799963895,29122.229205829397,70445.95392947133,16094.656319802385,0.024,,0.221,0.794,0.23600000000000002,0.442,0.106,0.149,0.311,0.34400000000000003,0.14200000000000002,0.622,0.065,0.065,
2.0,380113.7621255876,137008.35478454863,433500.1309049662,,45399.96001808441,12622.669138363884,42423.082875101005,22689.19909484819,95165.18913297966,67323.81933474421,32252.63533715163,29132.720923662462,70483.08705547638,16101.36303953702,0.024,,0.221,0.793,0.23600000000000002,0.441,0.106,0.149,0.311,0.34400000000000003,0.14200000000000002,0.622,0.065,0.065,
3.0,380228.9314601175,137123.52411907853,433678.8628583219,,45398.224548084196,12649.928574711013,42417.76664482976,22708.731776823504,95218.69311426373,67337.17797854454,32269.69028096455,29145.520859019358,70520.22668272696,16107.870146754918,0.024,,0.221,0.791,0.23600000000000002,0.441,0.106,0.149,0.31,0.34400000000000003,0.14200000000000002,0.621,0.065,0.065,
4.0,379662.71229790186,136557.30495686288,432800.14408041706,,45355.38721988503,12676.515859216035,42413.155981904296,22729.184713439823,95271.67091624497,67350.06132357499,32286.480440248226,29158.25892212463,70552.92723097304,16114.732202450568,0.024,,0.221,0.789,0.23600000000000002,0.44,0.105,0.149,0.31,0.343,0.14200000000000002,0.621,0.065,0.065,
364.0,379662.71229790186,136557.30495686288,432800.14408041706,,45355.38721988503,12676.515859216035,42413.155981904296,22729.184713439823,95271.67091624497,67350.06132357499,32286.480440248226,29158.25892212463,70552.92723097304,16114.732202450568,0.024,,0.221,0.789,0.23600000000000002,0.44,0.105,0.149,0.31,0.343,0.14200000000000002,0.621,0.065,0.065,
724.0,379662.71229790186,136557.30495686288,432800.14408041706,,45355.38721988503,12676.515859216035,42413.155981904296,22729.184713439823,95271.67091624497,67350.06132357499,32286.480440248226,29158.25892212463,70552.92723097304,16114.732202450568,0.024,,0.221,0.789,0.23600000000000002,0.44,0.105,0.149,0.31,0.343,0.14200000000000002,0.621,0.065,0.065,
1084.0,379662.71229790186,136557.30495686288,432800.14408041706,,45355.38721988503,12676.515859216035,42413.155981904296,22729.184713439823,95271.67091624497,67350.06132357499,32286.480440248226,29158.25892212463,70552.92723097304,16114.732202450568,0.024,,0.221,0.789,0.23600000000000002,0.44,0.105,0.149,0.31,0.343,0.14200000000000002,0.621,0.065,0.065,
1444.0,379662.71229790186,136557.30495686288,432800.14408041706,,45355.38721988503,12676.515859216035,42413.155981904296,22729.184713439823,95271.67091624497,67350.06132357499,32286.480440248226,29158.25892212463,70552.92723097304,16114.732202450568,0.024,,0.221,0.789,0.23600000000000002,0.44,0.105,0.149,0.31,0.343,0.14200000000000002,0.621,0.065,0.065,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,149898.96326284477,68869.9399905782,197934.2711826043,,16928.051855808855,82807.59324792968,37492.4732553187,10469.154896192213,42044.751368524,25794.44363315968,22482.074940981194,49044.305610994976,33695.30566351986,44421.01157014575,0.051000000000000004,,0.591,0.121,0.267,0.9560000000000001,0.23800000000000002,0.388,0.445,0.20400000000000001,0.297,0.226,0.14200000000000002,0.14100000000000001,investor 2
1.0,150091.4146439204,69062.39137165384,198255.32168765433,,16945.499032521457,82849.36451551081,37510.750128609914,10472.72980407601,42059.52552369271,25816.83852664049,22488.893995596965,49052.882922403965,33701.581942620935,44429.819524148275,0.051000000000000004,,0.591,0.121,0.267,0.9550000000000001,0.23800000000000002,0.388,0.445,0.20400000000000001,0.297,0.226,0.14200000000000002,0.14100000000000001,investor 2
361.0,148700.46704183935,67671.44376957278,27626.82377809425,,23625.209864108347,97599.32489274527,44398.40391885724,11378.567120585978,46731.14602427989,33698.38085711436,25361.21140644702,52381.42414881934,35902.38437355339,50992.32008884864,3800.0,,3300.0,0.121,6200.0,1600.0,6500.0,4700.0,3500.0,7300.0,5000.0,7100.0,12700.0,12700.0,
362.0,149323.44001841426,68294.41674614769,27773.35853434183,,23642.774341052398,97638.07940409025,44418.42587402801,11380.226159067892,46744.12985624786,33719.93712072989,25369.885916109102,52390.31331516826,35908.382318426105,51008.32635434087,3900.0,,3300.0,0.121,6200.0,1600.0,6500.0,4700.0,3500.0,7300.0,5000.0,7100.0,12700.0,12700.0,
363.0,149319.49400353132,68290.47073126475,27772.43035872144,,23662.432849909794,97677.49875063785,44435.3435349088,11381.221646548274,46758.04433257123,33741.07121322334,25379.295894029856,52399.14736392288,35914.385133500706,51028.731351054135,3900.0,,3300.0,0.121,6200.0,1600.0,6500.0,4700.0,3500.0,7300.0,5000.0,7100.0,12700.0,12700.0,
364.0,149187.58993650298,68158.56666423641,27741.404084650407,,23678.509539728064,97716.44326877328,44454.46086228857,11384.183774453606,46771.761585882006,33762.65681455589,25385.9146397464,52408.207613640174,35920.50251496264,51047.1012055159,3900.0,,3300.0,0.121,6200.0,1600.0,6500.0,4700.0,3500.0,7300.0,5000.0,7100.0,12700.0,12700.0,
365.0,149136.48155277167,68107.4582805051,27729.382448345328,,23697.73020695391,97755.73029595288,44473.353115402504,11388.448033823837,46785.69759343378,33784.029858616756,25393.044050507386,52417.982984934984,35926.59771724376,51061.54864490017,3900.0,,3300.0,0.121,6200.0,1600.0,6500.0,4700.0,3500.0,7300.0,5000.0,7100.0,12700.0,12700.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,290801.77646831475,140160.32867175984,366273.2504469526,,53968.44414325596,47066.24849462889,72557.31898787235,117772.12369520486,23733.143289441774,25612.82794475066,20188.058989024878,101972.86705936471,158221.4722942621,9651.531484858731,0.028,,0.186,0.213,0.138,0.085,,0.391,0.496,0.099,0.064,1.037,0.07,0.069,investor 9
1.0,290617.04905367666,139975.60125712174,365979.01752527023,,53942.04143102139,47079.98725690478,72608.23319099977,117803.57695245865,23744.511340026966,25630.717223917713,20209.346167848056,101978.47252645643,158251.54106836268,9658.460241057444,0.028,,0.186,0.213,0.138,0.085,,0.391,0.495,0.099,0.064,1.036,0.07,0.069,investor 9
361.0,283085.4413199933,132443.99352343837,24424.806962321745,,45467.54308645245,52111.84006706453,90620.63946396876,122626.8849447424,28401.069290679097,30819.504021386114,27402.54053978436,103771.5843107471,168992.99281489156,12152.48566517128,1600.0,,3100.0,3500.0,6200.0,8400.0,1900.0,2100.0,1800.0,7100.0,0.064,800.0,10000.0,10000.0,
362.0,282622.98631408555,131981.53851753063,24373.98183353239,,45446.01199192064,52124.28645999398,90668.46941489077,122635.7500885932,28412.58837944093,30832.41465358272,27422.714866114173,103784.49673792328,169023.94439392345,12159.583457594917,1600.0,,3100.0,3500.0,6200.0,8400.0,1900.0,2100.0,1800.0,7100.0,0.064,800.0,10000.0,10000.0,
363.0,282888.62928179646,132247.18148524154,24403.176756007913,,45422.0842368558,52139.49973210387,90717.53708264581,122650.65270463374,28426.91277959251,30845.30880256489,27442.97824399817,103794.0019978044,169052.54209128558,12166.714527066333,1600.0,,3100.0,3500.0,6200.0,8400.0,1900.0,2100.0,1800.0,7100.0,0.064,800.0,10000.0,10000.0,
364.0,283073.3200542605,132431.87225770557,24423.47480052419,,45397.489543569856,52152.307969579415,90767.54155430713,122666.10955248693,28439.544962918855,30859.39452405022,27461.725374390684,103793.7914959703,169082.98244722156,12174.206361911933,1600.0,,3100.0,3500.0,6200.0,8400.0,1900.0,2100.0,1800.0,7100.0,0.064,800.0,10000.0,10000.0,
365.0,282942.68874313467,132301.24094657975,24409.118045538136,,45370.7047156124,52167.99542133644,90815.55041417197,122675.53075587742,28451.14557032594,30874.311120567727,27481.194058480494,103798.82223464709,169114.64387442105,12180.685671737065,1600.0,,3100.0,3500.0,6200.0,8400.0,1900.0,2100.0,1800.0,7100.0,0.064,800.0,10000.0,10000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,106303.3598340246,-29485.117970451276,58716.37651240888,,42638.1134271518,47133.23614303704,24844.844814836797,50847.402601323745,47642.77284166015,90939.4822845452,45838.16924810611,61644.33746619185,19098.434724913353,29004.44769723215,0.171,,0.23500000000000001,0.213,0.403,0.197,0.21,0.11,0.219,0.163,0.524,0.34500000000000003,-3.986,-3.986,
1.0,106403.27414218461,-29385.203662291256,58853.672282121006,,42659.95662522958,47167.90705056496,24847.047826746835,50914.139582486205,47652.61429813431,90997.99543215791,45859.08049177861,61641.719821149745,19114.94535975043,29017.475690635725,0.17,,0.23500000000000001,0.213,0.403,0.197,0.21,0.11,0.219,0.163,0.524,0.34500000000000003,-3.986,-3.986,
2.0,106412.8675734842,-29375.610230991675,58866.85495393959,,42681.67892340358,47202.245181234095,24849.437207894032,50980.92466402883,47664.47890878654,91055.54784775272,45879.58433007298,61643.59132722791,19132.135467880198,29029.275567017485,0.17,,0.23500000000000001,0.212,0.403,0.197,0.21,0.11,0.218,0.163,0.523,0.34500000000000003,-3.986,-3.986,
3.0,106346.54698287667,-29441.930821599206,58775.72149464926,,42703.55439546417,47237.03773685683,24850.253096639735,51048.68353554905,47678.4706357867,91113.37659321331,45899.96406744888,61646.65810638109,19148.745480459627,29041.655694843168,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.523,0.34500000000000003,-3.986,-3.986,
4.0,106167.25089838724,-29621.226906088632,58529.34443034612,,42724.591411390655,47271.52763957613,24852.047660368917,51116.60431832851,47688.17946240096,91173.45358353044,45921.484420292465,61659.6120491824,19163.87851633447,29053.97011479641,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.522,0.34500000000000003,-3.986,-3.986,
364.0,106167.25089838724,-29621.226906088632,58529.34443034612,,42724.591411390655,47271.52763957613,24852.047660368917,51116.60431832851,47688.17946240096,91173.45358353044,45921.484420292465,61659.6120491824,19163.87851633447,29053.97011479641,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.522,0.34500000000000003,-3.986,-3.986,
724.0,106167.25089838724,-29621.226906088632,58529.34443034612,,42724.591411390655,47271.52763957613,24852.047660368917,51116.60431832851,47688.17946240096,91173.45358353044,45921.484420292465,61659.6120491824,19163.87851633447,29053.97011479641,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.522,0.34500000000000003,-3.986,-3.986,
1084.0,106167.25089838724,-29621.226906088632,58529.34443034612,,42724.591411390655,47271.52763957613,24852.047660368917,51116.60431832851,47688.17946240096,91173.45358353044,45921.484420292465,61659.6120491824,19163.87851633447,29053.97011479641,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.522,0.34500000000000003,-3.986,-3.986,
1444.0,106167.25089838724,-29621.226906088632,58529.34443034612,,42724.591411390655,47271.52763957613,24852.047660368917,51116.60431832851,47688.17946240096,91173.45358353044,45921.484420292465,61659.6120491824,19163.87851633447,29053.97011479641,0.171,,0.23500000000000001,0.212,0.403,0.196,0.21,0.11,0.218,0.163,0.522,0.34500000000000003,-3.986,-3.986,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,311765.1738455626,-19852.519990084285,311674.27705528866,,59210.15906937949,61669.55168038036,22575.12374820059,25952.028641634115,107969.08322774398,55456.678805163,20205.042542122188,33622.42162945535,8650.355886997411,45233.54608951103,0.033,,0.169,0.163,0.443,0.386,0.093,0.181,0.495,0.298,1.157,0.222,0.269,0.162,investor 5
1.0,312178.0084033321,-19439.685432314815,312369.4987275236,,59247.04915643988,61681.66540239488,22582.722315090836,25964.456328560198,108058.08177781719,55507.281676515995,20217.490538208087,33614.14234390777,8650.59784759278,45268.53583782858,0.033,,0.169,0.163,0.443,0.386,0.093,0.181,0.495,0.298,1.156,0.221,0.269,0.162,investor 5
361.0,310655.1605358323,-20962.53329981462,50188.40876668791,,72007.1435561744,65450.69452135906,25404.755113112555,30472.00476084272,139199.20720228428,72156.46823357976,24908.248449159797,30050.36863372439,8745.604559604526,57751.24432269061,8100.0,,11600.0,10600.0,4100.0,4900.0,0.093,11600.0,4000.0,4800.0,1400.0,9300.0,22800.0,22800.0,
362.0,310370.8724695622,-21246.82136608468,50110.85178455142,,72046.24743813039,65461.96770229559,25412.41447951027,30484.345872525504,139280.51605253335,72200.89364573116,24921.339464578043,30039.764627528522,8745.881465073595,57784.032791809164,8100.0,,11600.0,10600.0,4100.0,4900.0,0.093,11600.0,4000.0,4800.0,1400.0,9300.0,22800.0,22800.0,
363.0,309797.00939269434,-21820.684442952566,49954.29548239856,,72077.33109500722,65472.2873491853,25420.528117688376,30497.131273987103,139361.9049520647,72246.53840559883,24935.124007403618,30029.68010189194,8746.130763624815,57818.1782083752,8000.0,,11600.0,10600.0,4100.0,4900.0,0.093,11700.0,4000.0,4800.0,1400.0,9300.0,22800.0,22800.0,
364.0,311442.2615651843,-20175.432270462625,50403.13878076831,,72113.74452768771,65483.54289137695,25428.797107270566,30509.648979455123,139442.86350146262,72291.49793431877,24949.024691335515,30021.193333453444,8746.398194796804,57853.210280013314,8100.0,,11600.0,10600.0,4100.0,4900.0,0.093,11700.0,4000.0,4800.0,1400.0,9300.0,22800.0,22800.0,
365.0,311726.23784905794,-19891.45598658896,50480.610705160136,,72146.62109912251,65494.57949739817,25436.85164745389,30522.020402921018,139524.68012825,72336.71118707866,24962.191510552202,30011.17644230798,8746.663667171373,57885.75338737493,8100.0,,11600.0,10600.0,4100.0,4900.0,0.093,11700.0,4000.0,4800.0,1400.0,9300.0,22800.0,22800.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,401436.64084909804,301896.82472831267,598610.7654468924,,79823.18827825466,21585.458918042947,22910.740814871748,52243.3025788145,105163.5567707636,51896.344396512795,20710.794926633414,37752.89418983419,66492.14345024893,48524.94203304447,0.017,,0.126,0.464,0.437,0.192,0.096,0.193,0.483,0.265,0.151,0.20700000000000002,0.041,0.041,
1.0,401167.57772263396,301627.7616018485,598166.6244670425,,79878.37391896224,21591.380436283653,22924.424510579825,52249.68479383893,105160.94872310427,51933.43331351233,20725.492221653607,37796.02594326876,66496.17429048623,48563.35633043223,0.017,,0.126,0.464,0.437,0.192,0.096,0.193,0.483,0.265,0.151,0.20600000000000002,0.041,0.041,
2.0,402653.0543350218,303113.23821423645,600618.6923027224,,79932.42060033842,21593.486126622924,22938.441837332994,52255.91984834189,105166.50777997037,51970.46951914911,20740.000583618,37838.60975918193,66500.21391111022,48601.22235674421,0.017,,0.126,0.464,0.436,0.192,0.096,0.193,0.483,0.265,0.151,0.20600000000000002,0.041,0.041,
3.0,402495.04456367454,302955.2284428892,600357.8664675576,,79988.03536653235,21595.204147936733,22951.4615716814,52261.77626362611,105171.76876889906,52008.17482370116,20754.621261764463,37878.67571532127,66504.23420980282,48646.34223169193,0.017,,0.126,0.464,0.436,0.192,0.096,0.193,0.482,0.265,0.151,0.20600000000000002,0.041,0.041,
4.0,402386.28568620037,302846.46956541494,600178.3388041295,,80043.74593376441,21597.761058273056,22966.383154259383,52267.00701196106,105174.65911841547,52044.23933525722,20769.28033993035,37920.29566679779,66508.09438404685,48689.10990509905,0.017,,0.125,0.464,0.436,0.192,0.096,0.193,0.482,0.264,0.151,0.20600000000000002,0.041,0.041,
364.0,402386.28568620037,302846.46956541494,600178.3388041295,,80043.74593376441,21597.761058273056,22966.383154259383,52267.00701196106,105174.65911841547,52044.23933525722,20769.28033993035,37920.29566679779,66508.09438404685,48689.10990509905,0.017,,0.125,0.464,0.436,0.192,0.096,0.193,0.482,0.264,0.151,0.20600000000000002,0.041,0.041,
724.0,402386.28568620037,302846.46956541494,600178.3388041295,,80043.74593376441,21597.761058273056,22966.383154259383,52267.00701196106,105174.65911841547,52044.23933525722,20769.28033993035,37920.29566679779,66508.09438404685,48689.10990509905,0.017,,0.125,0.464,0.436,0.192,0.096,0.193,0.482,0.264,0.151,0.20600000000000002,0.041,0.041,
1084.0,402386.28568620037,302846.46956541494,600178.3388041295,,80043.74593376441,21597.761058273056,22966.383154259383,52267.00701196106,105174.65911841547,52044.23933525722,20769.28033993035,37920.29566679779,66508.09438404685,48689.10990509905,0.017,,0.125,0.464,0.436,0.192,0.096,0.193,0.482,0.264,0.151,0.20600000000000002,0.041,0.041,
1444.0,402386.28568620037,302846.46956541494,600178.3388041295,,80043.74593376441,21597.761058273056,22966.383154259383,52267.00701196106,105174.65911841547,52044.23933525722,20769.28033993035,37920.29566679779,66508.09438404685,48689.10990509905,0.017,,0.125,0.464,0.436,0.192,0.096,0.193,0.482,0.264,0.151,0.20600000000000002,0.041,0.041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,93934.92905474448,6433.887885507036,101464.53733536687,,58716.12462141394,65244.42301397031,52633.579811584306,41532.844094578686,16833.26684241984,6579.5613370567935,59251.69309663202,34768.711991235425,25779.95202585072,33424.1669619547,0.099,,0.171,0.154,0.19,0.241,0.595,1.52,0.169,0.28800000000000003,0.388,0.3,0.535,0.168,investor 2
1.0,93934.27480568342,6433.233636445977,101463.43856470379,,58738.198433858546,65273.16199337588,52661.958626312015,41558.246340697166,16830.40720296747,6578.80538965006,59252.489190318774,34780.97813058139,25803.855482589603,33454.171280479335,0.099,,0.171,0.154,0.19,0.241,0.595,1.5210000000000001,0.169,0.28800000000000003,0.388,0.299,0.535,0.168,investor 2
361.0,101137.83064844464,13636.78947920719,19078.309016735227,,65740.01159784672,77389.31692618085,62847.2181296329,50317.01498407937,16104.459187062554,6349.719708128534,60097.01507838334,38973.00188714747,34328.76702368874,44255.35958550766,3200.0,,11000.0,0.154,10500.0,8400.0,2700.0,1000.0,10000.0,6500.0,5700.0,7400.0,11300.0,11300.0,
362.0,101322.95887040782,13821.917701170372,19130.542123636693,,65757.65510909814,77419.21593708068,62874.0987871096,50341.34817981175,16102.601870976496,6348.85825843146,60101.13428403525,38984.26398560632,34349.61708911086,44282.61234261514,3200.0,,11000.0,0.154,10500.0,8400.0,2700.0,1000.0,10000.0,6500.0,5700.0,7400.0,11300.0,11300.0,
363.0,101073.02060760977,13571.97943837232,19060.02315110482,,65777.25368350711,77455.5822369217,62901.24143605328,50364.34068845805,16099.244185378593,6347.770552120473,60104.18935051222,38995.54655128925,34370.228942055764,44311.33308805653,3200.0,,11000.0,0.154,10500.0,8400.0,2700.0,1000.0,10000.0,6500.0,5700.0,7400.0,11300.0,11300.0,
364.0,101124.93768641635,13623.896517178902,19074.671324671002,,65796.2938827007,77490.43190173601,62927.31693643909,50387.76867354464,16098.21689805538,6346.767878481795,60106.428682488826,39006.810910729466,34393.19436958257,44338.5483397273,3200.0,,11000.0,0.154,10500.0,8400.0,2700.0,1000.0,10000.0,6500.0,5700.0,7400.0,11300.0,11300.0,
365.0,101020.28163538463,13519.240466147181,19045.143083955154,,65817.96974501915,77528.55477203647,62954.791055980124,50409.97133751017,16097.171640542283,6346.5586714234905,60105.361817252226,39018.04766125493,34413.64192950144,44366.4519179942,3100.0,,11000.0,0.154,10500.0,8400.0,2700.0,1000.0,10000.0,6500.0,5700.0,7400.0,11300.0,11300.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,Equity,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,165485.88418876677,32910.97468249797,194423.86721791062,,24016.024936306763,47738.72715866364,36251.62539805419,154780.4836761494,27863.24914759908,50931.806921986856,84336.7120989139,25876.98920221239,53824.756084079636,4321.826012812111,0.052000000000000005,,0.417,0.21,0.276,0.065,0.359,0.197,0.11900000000000001,0.387,0.186,2.314,0.222,0.11800000000000001,investor 4
1.0,165726.20780062478,33151.29829435598,194830.0781718895,,24024.213454242818,47727.52785058101,36226.90997994302,154905.01689943078,27897.334039549838,50984.75943681954,84385.83269488066,25883.808136499367,53833.991289604055,4324.308898138613,0.052000000000000005,,0.417,0.21,0.277,0.065,0.359,0.197,0.11900000000000001,0.387,0.186,2.313,0.222,0.11800000000000001,investor 4
361.0,178230.69604627392,45655.78654000512,25483.987521566505,,26704.7221710261,45199.33787169983,30665.96873654366,191208.31485753928,39825.796715253826,65934.58523581858,102888.17222701012,28179.429673338636,57434.076502960546,5174.504910612193,3000.0,,3100.0,5300.0,3600.0,0.065,4600.0,7700.0,12100.0,3300.0,6700.0,600.0,21000.0,21000.0,
362.0,178571.2588465609,45996.3493402921,25551.9132654962,,26711.312381542393,45201.55770548925,30645.97173410615,191324.57923430967,39857.80493346129,65980.02997182659,102936.24833646604,28185.598461020472,57445.36501422382,5177.073005100068,3000.0,,3100.0,5300.0,3600.0,0.065,4700.0,7700.0,12100.0,3300.0,6700.0,600.0,21000.0,21000.0,
363.0,178208.6847372077,45633.77523093889,25479.597334082933,,26717.142929849993,45195.2447612028,30632.065814818518,191421.87009906786,39889.4569607803,66019.6792236976,102983.58483068543,28195.073235493714,57456.24269169825,5179.890826796421,3000.0,,3100.0,5300.0,3600.0,0.065,4700.0,7700.0,12100.0,3300.0,6700.0,600.0,21000.0,21000.0,
364.0,177822.5029549356,45247.5934486668,25402.572818102846,,26724.434063889792,45188.751934817825,30620.379992028433,191504.50918739967,39921.59479680864,66060.4079025355,103032.11298669653,28203.679436613922,57467.24211883951,5181.553185011141,2900.0,,3100.0,5300.0,3600.0,0.065,4700.0,7700.0,12100.0,3300.0,6700.0,600.0,21000.0,21000.0,
365.0,177977.47509985053,45402.565593581734,25433.482236932083,,26731.829542973337,45174.3206226676,30604.247204497093,191605.30204634333,39951.8326884234,66106.17232959012,103082.97459119899,28202.34392678543,57479.07892876951,5183.843948380071,3000.0,,3100.0,5300.0,3600.0,0.065,4700.0,7800.0,12100.0,3300.0,6700.0,600.0,21000.0,21000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
