Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,204337.77838594446,454612.642354319,,3646.172864804239,45834.46098073022,25384.364932423374,308382.50527589855,182346.04297141833,70645.93938800262,420078.9576588392,16065.888342596048,49707.42236842011,75326.14228145547,0.022,,2.743,0.219,0.394,0.033,0.055,0.14200000000000002,0.024,0.623,0.202,0.133,0.101,0.032,investor 7
1.0,204871.51632424004,456001.2511504364,,3647.832211109062,45866.79982861009,25393.943011872263,308620.1175941993,182403.2316798712,70669.32987534723,420280.50447030447,16064.058290557683,49727.43870965354,75383.63985722477,0.022,,2.742,0.219,0.394,0.033,0.055,0.14200000000000002,0.024,0.623,0.202,0.133,0.101,0.032,investor 7
