Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
378.0,376687.8823354466,10623.86249291069,,188353.20459820481,181.8255009309966,2647.2106961267955,1074179.845825541,1095924.1137393848,21663.867580177972,31149.836505222956,558363.2756475372,163082.99512140529,12603.989661959695,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,12100.0,12100.0,
379.0,375314.6069410788,10579.600990938623,,188505.59583096195,181.8890913379064,2648.548119454511,1074720.8120910602,1096107.6660711481,21670.5512013786,31168.27730824397,558692.1079328693,163176.06095004207,12611.950717616204,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,12100.0,12100.0,
380.0,376922.8408692602,10631.435349491676,,188664.65996317216,181.96112425198643,2649.795652113619,1075263.6889914952,1096287.8565869192,21677.698989311113,31185.262003439635,559023.471002482,163259.80624018796,12618.861043136538,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,12200.0,12200.0,
381.0,376679.2907025506,10623.585579352106,,188817.5594708213,182.00773901537966,2651.159690689241,1075771.8166943735,1096446.9896065562,21684.29769448829,31203.354187748144,559337.613131013,163349.60723419144,12626.940389410955,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,10400.0,11900.0,investor 5
382.0,375833.2220638377,10596.316272063503,,188974.68717490745,182.06867164986232,2652.708292736228,1076280.1320321332,1096633.490270895,21690.80210790717,31221.648175591377,559659.3487252641,163440.7114005363,12634.962688645342,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,11800.0,11900.0,investor 5
383.0,374776.7563587138,10562.26573924063,,189129.12933831292,182.1284349473492,2654.381031445873,1076805.795954286,1096873.8507190256,21696.496193390056,31239.989870621986,559963.9832262874,163517.51614232283,12642.853590435794,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,12600.0,12600.0,
384.0,374007.4180234066,10537.469496342052,,189288.651663585,182.17976109511375,2655.692294316476,1077317.664117049,1097086.4527207655,21702.094373322918,31258.35869176613,560296.886674668,163595.8414731563,12650.034265465218,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1700.0,100.0,9900.0,11900.0,investor 5
385.0,373912.73449520045,10534.417788587287,,189444.92970264572,182.2681476016104,2657.001394599194,1077807.0492706348,1097274.438856149,21708.362059256102,31276.150136985612,560628.6278357669,163695.65079953618,12658.448305791888,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,12000.0,12000.0,investor 5
386.0,374193.7416054648,10543.474818820365,,189606.22299176926,182.34485743784788,2658.1402698911384,1078313.4682427286,1097459.730179933,21714.80655775106,31295.82602265894,560964.3338547732,163782.2052541198,12666.097031457393,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,10900.0,11900.0,investor 5
387.0,374578.3740278349,10555.871755946799,,189764.28789570823,182.40625642787367,2659.338045658127,1078867.6810769988,1097683.089013457,21720.97416552785,31314.710755454897,561291.0451261392,163874.56343354736,12673.265066093196,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11900.0,12000.0,investor 5
388.0,374601.51086771424,10556.61747038117,,189922.67343028082,182.4679231110254,2660.548777096409,1079397.3632923388,1097822.1297780985,21726.88239560678,31333.972600604822,561618.6841296228,163948.19966279238,12681.195663226761,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11700.0,11900.0,investor 5
389.0,374195.8896972003,10543.5440531247,,190089.19759192716,182.49368726421187,2661.6388613597264,1079903.848316975,1098038.3642594698,21732.594055268222,31351.866746715936,561938.3626880003,164003.27221765445,12688.678006985772,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11600.0,11900.0,investor 5
390.0,373145.93979434983,10509.70352857574,,190245.86790003927,182.5631899488663,2662.696857176407,1080447.147928671,1098243.2101791853,21737.963735053014,31368.833438146612,562283.2650251645,164064.09607568703,12697.205991409895,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11800.0,11900.0,investor 5
390.99999999999994,372314.239460996,10482.897320515878,,190400.38830045203,182.63567925547096,2663.7724751127125,1080963.0011483058,1098378.0398848034,21744.987736208983,31385.64956982464,562607.9138118376,164122.24742969222,12703.933840454634,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,10800.0,11900.0,investor 5
391.99999999999994,373485.14171414194,10520.636212947264,,190555.7276371674,182.67870359507572,2665.2029342700503,1081473.8282358027,1098577.279044295,21751.339535694056,31405.010944471873,562930.088096755,164197.64708677668,12712.398460091097,100.0,,2000.0,0.0,0.0,11800.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11600.0,11900.0,investor 5
392.99999999999994,374173.97206702054,10542.837634561165,,190702.7491220674,182.75475451661111,2666.442827978522,1081961.4425690128,1098804.9065143375,21757.166301953035,31422.451997392745,563263.4004961626,164291.09045287824,12719.645136022238,100.0,,2000.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11000.0,12000.0,investor 5
394.00000000000006,373561.093301403,10523.084178841886,,190865.8896283207,182.81805538284064,2667.815442510589,1082423.8226821043,1098970.6832442917,21763.40158616577,31438.92113146671,563580.76427142,164364.84137495962,12727.710895663035,100.0,,2000.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6100.0,1800.0,100.0,11300.0,12000.0,investor 5
395.00000000000006,373801.5579786602,10530.834501778047,,191026.4285368485,182.88358426041464,2669.144477553522,1082947.5122074082,1099190.988793886,21769.503348216254,31458.14332721968,563908.9349778362,164439.19363230764,12735.0436334498,100.0,,2100.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6200.0,1800.0,100.0,11500.0,12000.0,investor 5
396.00000000000006,373587.1591873806,10523.924298215126,,191185.3029167964,182.95818178866355,2670.695345775597,1083437.4026514296,1099328.8444009612,21776.839746435082,31474.876635713503,564243.0063645712,164523.94317363334,12741.929336756515,100.0,,2100.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6200.0,1800.0,100.0,12200.0,12200.0,
397.0,372688.6697094377,10494.965435365802,,191341.67909488518,183.00993533009063,2672.207012631971,1083939.4682103738,1099519.8430050458,21782.533084204653,31493.255082448522,564582.8178574275,164606.40248750206,12748.663410582678,100.0,,2100.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6200.0,1800.0,100.0,11800.0,12000.0,investor 5
398.0,373188.599763993,10511.078485367532,,191497.04360507417,183.05936880429616,2673.529741425561,1084444.021718107,1099658.1459615815,21788.73516044754,31511.906950264634,564905.6681265153,164694.5490539257,12756.979472624453,100.0,,2100.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6200.0,1800.0,100.0,11000.0,12000.0,investor 5
399.0,372000.2103323249,10472.77597052667,,191661.15488587413,183.12359558176593,2674.845344691722,1084966.205491584,1099836.8621665107,21795.786117863845,31532.183638126073,565241.1026470778,164763.37296676348,12763.283561154547,100.0,,2100.0,0.0,0.0,11900.0,12000.0,200.0,300.0,6200.0,1800.0,100.0,10700.0,12000.0,investor 5
400.0,371237.8025123952,10448.203102357813,,191824.55928930812,183.21490072338227,2676.025655446064,1085461.0558650643,1100053.9991660013,21802.516372768878,31550.380559698307,565561.4838167679,164839.44263176544,12770.243758355924,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11500.0,12000.0,investor 5
401.0,370915.0703694798,10437.801248921362,,191977.70829802405,183.30512094472917,2677.0358518063113,1086011.754489653,1100281.399459608,21809.478023448428,31568.362851128084,565898.9772164952,164920.4855326684,12777.836669156779,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,10400.0,12000.0,investor 5
402.0,370539.06345432566,10425.682317143466,,192134.58224110483,183.39075229634867,2678.1453786617976,1086489.4576721177,1100473.7473756007,21816.46680839159,31587.84309680727,566244.0468002966,164998.61064359857,12784.929475800374,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11600.0,12000.0,investor 5
403.0,369136.389285317,10380.473274767573,,192291.51488962575,183.45291040205134,2679.4676014328447,1086975.7091680053,1100673.5086264813,21821.742238640374,31605.694627288005,566582.5321991413,165085.82006187615,12791.051620049915,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11900.0,12000.0,investor 5
404.0,369619.0853704984,10396.030863444825,,192451.80008741806,183.52683801100676,2680.740852968125,1087459.1228787373,1100877.437393122,21827.37035232133,31623.711687711693,566927.6631484481,165165.81542653302,12799.834433396489,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,9700.0,12000.0,investor 5
405.0,369696.2341573355,10398.517415810606,,192609.17188630017,183.55800783380522,2681.951561000082,1088001.7668497066,1101093.0451069418,21832.522702018687,31641.295940915283,567271.9317343188,165247.33748528743,12807.501853134061,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,10800.0,12000.0,investor 5
406.0,368334.1797204931,10354.617572130586,,192760.64469865605,183.6623901402618,2683.5577652082716,1088506.6815913622,1101278.0944878948,21838.655294531552,31660.950113133335,567598.2005076567,165350.2455175673,12815.289359804312,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11600.0,12000.0,investor 5
407.0,368964.74022110866,10374.940920932997,,192918.38790218925,183.7119479743508,2684.7959788336802,1089014.6628993594,1101468.8574420454,21844.768399354707,31677.82389593176,567926.0824852481,165422.11147787218,12823.721115188268,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,12000.0,12100.0,investor 5
408.0,368973.3697660002,10375.219056418277,,193070.5288128924,183.7884412212188,2686.1156075085396,1089533.5883963024,1101685.7496181657,21851.325627312115,31695.46119013618,568261.1240241831,165505.3971602446,12832.325280789531,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,12200.0,12200.0,
409.0,369692.66022739967,10398.402225873064,,193236.2858832412,183.85346618148546,2687.3666357392617,1089999.556868981,1101902.0865669616,21856.766940356298,31713.925343197625,568601.1733616538,165593.19826702413,12838.65170424754,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,10400.0,12000.0,investor 5
410.0,370078.2490957202,10410.829989834738,,193401.087765334,183.9228242294605,2688.5548592191026,1090540.9365998674,1102135.978391996,21862.99504056709,31730.69576642138,568940.4127154445,165646.88766652718,12845.27756898179,100.0,,2100.0,0.0,0.0,11900.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11500.0,12000.0,investor 5
411.0,370290.919836504,10417.68449727819,,193558.70030334813,183.9862984901878,2689.8806412260637,1091046.0483173083,1102320.9800699027,21870.042073491742,31748.56185906701,569291.1409457267,165724.56466947615,12852.750552880745,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11500.0,12100.0,investor 5
412.0,369889.79210879555,10404.755906418823,,193719.2475810992,184.04771674120983,2691.2992504595145,1091578.6242346212,1102444.8398704939,21876.07291869119,31767.014309027756,569617.274481293,165791.19172765757,12860.077828709052,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11800.0,12100.0,investor 5
413.0,371328.7764715275,10451.135248443044,,193872.31802068657,184.1121525416496,2692.718858854489,1092115.6574442687,1102631.3195760169,21881.760937987445,31785.201738374533,569939.4073207328,165873.96505070777,12868.32115280249,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,12000.0,12100.0,investor 5
413.99999999999994,371552.8725269709,10458.358000733388,,194030.02145885298,184.16923648128173,2693.971047229289,1092633.2774873264,1102753.3581948767,21888.01349120912,31804.42590118041,570277.9909544423,165952.42561613134,12877.86147502777,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,10700.0,12100.0,investor 5
414.99999999999994,371901.2000287234,10469.584808166894,,194198.86388158554,184.20799591107024,2695.196048267708,1093127.766355785,1102912.938060572,21893.82224807109,31822.314141981922,570605.0516147551,166036.43150370612,12884.94043053746,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,12000.0,12100.0,investor 5
415.99999999999994,373028.34793324006,10505.913471305537,,194358.75533808826,184.28662699599147,2696.5858272339356,1093617.0735911168,1103100.0722002205,21899.588354584008,31839.40247955337,570926.2199858418,166112.7601111987,12894.010012725486,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11800.0,12100.0,investor 5
417.00000000000006,373876.6100638768,10533.253476174184,,194519.52697635128,184.336052539482,2697.9275611514563,1094080.7444573124,1103276.3602529473,21905.027014450134,31856.296678513518,571248.3594251208,166173.12347289806,12902.950973161838,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,12000.0,12100.0,investor 5
418.00000000000006,374678.66612310725,10559.104231232444,,194675.44712315392,184.41678972863093,2699.1655132419696,1094560.9445769598,1103447.8550414967,21911.808068497354,31872.466312369084,571572.2874172555,166267.14809516346,12909.331657627696,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11800.0,12100.0,investor 5
419.00000000000006,374031.73643152916,10538.253293440206,,194837.88657321013,184.45110066816758,2700.472232153567,1095070.1060270844,1103689.251117042,21918.419193926595,31888.531900151444,571889.716728837,166344.1440737996,12918.327092603553,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11600.0,12100.0,investor 5
420.0,373944.7551138535,10535.449832619732,,194997.23916774662,184.5143130397616,2701.806158069243,1095559.9330974035,1103892.5265709076,21925.124359839992,31904.2820040932,572226.9979939079,166414.2268498946,12926.069086614125,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,11700.0,12100.0,investor 5
421.0,374224.44716311776,10544.464477636202,,195152.6195937956,184.58623972126685,2703.42094523165,1096033.6779982755,1104081.8206895571,21932.1145517154,31921.84060209033,572565.6724469004,166504.57925082947,12933.746783119343,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6200.0,1800.0,100.0,10800.0,12100.0,investor 5
422.0,373319.8403242126,10515.308448518987,,195309.19818085953,184.6749202378506,2704.6722285450064,1096527.3982427453,1104286.2098302199,21938.643025468333,31938.94943561768,572898.0801522592,166574.90647563754,12942.088437333263,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11800.0,12100.0,investor 5
423.0,373985.5963646347,10536.766170995417,,195469.66464306047,184.71650800414463,2706.260853078815,1097002.2173296441,1104479.949662741,21945.367825322577,31956.732733130953,573229.3286936017,166648.39224428005,12951.047972675051,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11400.0,12100.0,investor 5
424.0,373659.7684404758,10526.264538644866,,195628.84474995828,184.7825962746708,2707.61029727037,1097477.8071139662,1104662.1666118281,21952.37130844063,31975.634797115785,573572.1587462656,166738.07893285566,12957.751524633297,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,12000.0,12100.0,investor 5
425.0,374111.1319870068,10540.812260527042,,195788.7333057908,184.868396401563,2709.0803833091104,1097932.557636958,1104892.6119245887,21959.12230479034,31992.963343941778,573903.9282931022,166813.6449849714,12966.028535475614,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,10700.0,12100.0,investor 5
426.0,373701.5377687411,10527.61078952285,,195947.40114726822,184.90472024167624,2710.441214002086,1098404.9986384634,1105044.3588497757,21965.553428798896,32009.952857179615,574243.6157001195,166892.18584691742,12974.745064535353,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11500.0,12100.0,investor 5
427.0,374848.2371714842,10564.569609351738,,196102.8903530704,184.94632717720788,2711.5880278052796,1098908.7201236056,1105252.3761572472,21972.19852670576,32026.85326083838,574573.8434390702,166967.07511403164,12983.128251543381,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11700.0,12100.0,investor 5
428.0,375008.2454708105,10569.726774247594,,196260.07973830274,184.98474852536674,2712.724898928632,1099414.3063194172,1105403.9011574332,21978.35593539531,32042.68691678739,574913.1884723711,167041.80283221812,12991.323184434947,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,12800.0,12800.0,
429.0,375372.1252081265,10581.45483970108,,196414.3687292684,185.05532183310177,2714.3553874279683,1099903.8703520303,1105573.0971351874,21984.988165387174,32061.137034525407,575246.18283224,167131.24249414957,12998.24101152226,100.0,,2100.0,0.0,0.0,12000.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,12100.0,12100.0,investor 5
430.0,376250.6621277578,10609.770619449464,,196562.68533405123,185.13339171583118,2715.839533399313,1100399.439853782,1105792.6789231624,21991.294433507974,32079.0752918181,575560.2954257585,167222.40457953114,13004.94538735398,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,10900.0,12100.0,investor 4
431.0,376599.39540961967,10621.010505422926,,196722.48231981086,185.16825634506446,2716.975230695986,1100896.042517734,1106018.070427632,21997.90818360767,32097.481778251444,575906.6295852418,167299.34790047884,13012.824436611418,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,12100.0,12100.0,investor 4
432.0,376319.7438344641,10611.997164911616,,196878.09023189323,185.21599564200935,2718.427595378772,1101397.6100957461,1106211.7570292142,22004.008114247183,32114.810096601275,576234.7231221684,167380.0016368819,13020.832768619459,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11900.0,12100.0,investor 4
433.0,376102.4596751283,10604.993964179714,,197039.82441587158,185.28221181307165,2720.0885842119874,1101917.7986051633,1106365.4805323714,22009.735588689673,32131.845240251576,576561.0215574548,167457.34910913327,13028.887454784728,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11200.0,12100.0,investor 5
434.0,375574.4969737333,10587.977404904848,,197203.16862158407,185.34656347972413,2721.530796798002,1102442.1455902697,1106543.0748531222,22015.389565037378,32147.715054866378,576898.6350210232,167525.77089940183,13037.744754935542,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,10900.0,12100.0,investor 4
435.0,376053.17049750633,10603.40534397909,,197358.7356014399,185.37130358490086,2722.8158101454687,1102908.885279287,1106709.7693754232,22020.45692777394,32166.827520839463,577252.6519784217,167593.72498781263,13045.500226839165,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11700.0,12100.0,investor 4
435.99999999999994,374668.1204087499,10558.764336438771,,197518.8290144425,185.41403511399284,2724.1131671704293,1103405.6451564978,1106853.92082655,22026.550719226027,32185.333017472956,577578.0265327787,167690.20421531226,13051.076043702134,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11100.0,12100.0,investor 4
436.99999999999994,374594.17515381007,10556.38103585626,,197676.6489454548,185.46963316351693,2725.4864288963563,1103907.9242400038,1107019.8829085347,22033.11673505056,32202.97835323228,577902.4665195481,167783.65319468756,13057.79174240057,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,10600.0,12100.0,investor 5
437.99999999999994,374479.51478893036,10552.68546249417,,197831.78754241957,185.5163530602338,2726.7950815202166,1104359.5101612373,1107250.6489807116,22039.183677799083,32222.390478934343,578251.3545238721,167840.7945025978,13066.31134426267,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,12200.0,12200.0,
439.00000000000006,374297.553178586,10546.82072901964,,197983.7383222798,185.5816774097078,2728.102323032321,1104825.2438434423,1107428.0143916083,22045.654953028978,32241.25302591515,578592.7971390372,167913.8898256763,13073.393126051657,100.0,,2100.0,0.0,0.0,12100.0,12100.0,200.0,300.0,6300.0,1800.0,100.0,11500.0,12100.0,investor 4
