Time,Home Value,Equity,HEP Expectation
0.0,462232.79010785697,162134.58162711147,175455.00944451583
1.0,462249.719988251,162151.5115075055,175468.5070314206
2.0,463670.97942884284,163572.77094809734,176601.62624827935
3.0,463804.58616149274,163706.37768074725,176708.14610802027
4.0,461849.62425645976,161751.41577571427,175149.5250431025
5.0,460571.26500741247,160473.05652666697,174130.3350277022
6.0,461318.0378523409,161219.8293715954,174725.71025410306
7.0,462285.12570377934,162186.91722303384,175496.73473954055
8.0,463063.070915834,162964.8624350885,176116.9625770952
9.0,463596.3329354096,163498.12445466412,176542.11327424762
10.0,463238.4464460299,163140.23796528438,176256.78320220852
11.0,463366.75280492444,163268.54432417895,176359.07726390922
12.0,464098.7159711493,164000.50749040378,176942.64526422924
12.999999999999998,462832.0293462579,162733.82086551242,175932.7614137447
14.0,464221.1699132435,164122.961432498,177040.27340375408
15.0,464075.9860494482,163977.7775687027,176924.52351225237
16.0,463979.8408260757,163881.6323453302,176847.87037131196
17.0,464550.3297070582,164452.1212263127,177302.70071092705
18.0,465802.7403729857,165704.53189224022,178301.2028509518
19.0,465062.48919415905,164964.28071341355,177711.0271152103
20.0,464680.649504129,164582.44102338352,177406.600014728
21.0,465669.0497696799,165570.8412889344,178194.61612414266
22.0,464942.5395068006,164844.3310260551,177615.39552823876
23.0,463570.86775948596,163472.65927874047,176521.81080210517
24.0,463586.6373293156,163488.4288485701,176534.38331498014
25.0,463920.920627143,163822.7121463975,176800.89540828622
25.999999999999996,463044.0228322261,162945.81435148063,176101.77622268026
27.0,463566.8980515312,163468.68957078573,176518.64589621936
28.0,463019.49149481213,162921.28301406663,176082.21826651465
29.000000000000004,463042.29319454805,162944.08471380256,176100.39724454633
30.0,462367.9564607239,162269.7479799784,175562.7727335621
60.0,453601.767525565,153503.5590448195,168573.80445841965
90.0,452676.49258925766,152578.28410851216,167836.11591172405
120.0,451026.20331600896,150927.99483526347,166520.39941726383
150.0,454613.80572492274,154515.59724417725,169380.6662453217
180.0,456196.3285750839,156098.12009433843,170642.3549992687
210.0,461112.7713790222,161014.56289827672,174562.05865127017
240.0,468429.34112853004,168331.13264778454,180395.29750117526
270.0,476887.56104534934,176789.35256460385,187138.73311499562
300.0,478942.8069330303,178844.59845228482,188777.30700529917
330.0,476651.9029969054,176553.69451615989,186950.85139848923
360.0,466926.6489621875,166828.44048144203,179197.25489046323
390.0,476681.3478081059,176583.13932736038,186974.32669121565
420.0,476119.0991879197,176020.8907071742,186526.06601621883
450.0,476545.3599331138,176447.1514523683,186865.9084320207
480.0,475207.1239584174,175108.9154776719,185798.9808491237
510.0,477876.2538401366,177778.04535939108,187926.9824474867
540.0,473449.1518982971,173350.94341755158,184397.4127278287
570.0,473980.0565893901,173881.8481086446,184820.68401146392
600.0,471325.57018508064,171227.36170433514,182704.35713284643
630.0,474705.22918087436,174607.02070012887,185398.83812990406
660.0,477782.3527840944,177684.1443033489,187852.11850073223
690.0,478327.5823035282,178229.3738227827,188286.8104566301
720.0,479594.40890080825,179496.20042006276,189296.80590208378
750.0,478094.38734095683,177996.17886021134,188100.8924702178
780.0,480741.8272855815,180643.618804836,190211.60145905972
810.0,481557.10066859436,181458.89218784886,190861.5897095516
840.0,486123.1099495544,186024.90146880888,194501.9052725263
870.0,483642.9459509839,183544.7374702384,192524.55940063458
900.0,486120.1586341782,186021.95015343273,194499.55229454619
930.0,485736.3820062417,185638.1735254962,194193.5809428871
960.0,480658.9577932312,180560.74931248568,190145.53258268742
990.0,490793.4522892034,190695.24380845792,198225.40184410344
1020.0,507394.4523837549,207296.2439030094,211460.78427250579
1050.0,506782.1838835493,206683.9754028038,210972.64453978304
1080.0,515786.064965917,215687.85648517148,218151.11624547894
1110.0,524968.6453150761,224870.4368343306,225472.0584723597
1140.0,523284.7341599997,223186.5256792542,224129.53645646
1170.0,526870.479948725,226772.27146797947,226988.3230677792
1200.0,533011.5689571587,232913.36047641322,231884.39324972892
1230.0,531984.6085584353,231886.40007768985,231065.63452805474
1260.0,532708.0412900209,232609.83280927542,231642.40151855076
1290.0,533189.0521273608,233090.84364661534,232025.89422068556
1320.0,533230.3109742042,233132.10249345872,232058.78842063836
1350.0,539174.021321571,239075.81284082547,236797.49566977992
1380.0,531628.8486777106,231530.64019696513,230781.9999248828
1410.0,527630.5395517611,227532.33107101562,227594.29135024812
1440.0,532064.6560627483,231966.4475820028,231129.4535344993
1470.0,602008.3243392392,301910.11585849366,286893.03360872023
1500.0,600791.1303471606,300692.9218664151,285922.6084606594
1530.0,605561.5604937228,305463.3520129773,289725.9014537395
1560.0,607243.5182701091,307145.3097893636,291066.8661108148
1590.0,609252.743511292,309154.53503054654,292668.7493889544
1620.0,606112.9419444771,306014.73346373165,290165.4981240061
1650.0,615186.5033659156,315088.2948851701,297399.52346683777
1680.0,621889.3258827279,321791.11740198237,302743.4436436006
1710.0,627089.2217623435,326991.01328159805,306889.1342744426
1740.0,619637.2737300454,319539.0652492999,300947.96317135845
1770.0,613355.8860439382,313257.67756319273,295940.0378817266
1800.0,612435.5344262102,312337.3259454647,295206.27452049224
