Time,Home Value,Equity,HEP Expectation
0.0,276232.0123923281,-111687.54085403169,-29336.152168593377
30.0,275674.20681177673,-112245.34643458307,-29780.870567319107
60.0,279859.9532107353,-108059.60003562452,-26443.72497229518
90.0,276756.121126649,-111163.43211971078,-28918.29905773894
120.0,281555.0202922677,-106364.53295409208,-25092.308736038372
150.0,281585.1427110432,-106334.41053531662,-25068.293211076543
180.0,284308.22600597475,-103611.32724038506,-22897.276489942848
210.0,281441.5809696023,-106477.97227675753,-25182.749842558766
240.0,280810.71569790994,-107108.83754844987,-25685.716114716448
270.0,281280.01645474765,-106639.53679161216,-25311.559440099933
300.0,280466.1061611878,-107453.447085172,-25960.460948221313
330.0,283792.16470935795,-104127.38853700185,-23308.71366712003
360.0,278495.32756076154,-109424.22568559827,-27531.692097537067
390.0,281945.36720963137,-105974.18603672844,-24781.099128085178
420.0,281272.10875264864,-106647.44449371117,-25317.863967587055
450.0,280873.9110983964,-107045.6421479634,-25635.332686706643
480.0,280837.2356732354,-107082.31757312443,-25664.572688812907
510.0,281207.69965977327,-106711.85358658654,-25369.215029042203
540.0,283628.95736161136,-104290.59588474844,-23438.833036450123
570.0,285334.25214179256,-102585.30110456725,-22079.262622601145
600.0,282295.7695715894,-105623.78367477038,-24501.73588262313
630.0,288446.0767587467,-99473.47648761311,-19598.31637713833
660.0,290825.2202047432,-97094.3330416166,-17701.510571437197
690.0,293487.16217009537,-94432.39107626444,-15579.239641192922
720.0,297194.5333951161,-90725.0198512437,-12623.485428330281
750.0,302888.01758469973,-85031.53566166008,-8084.274527178995
780.0,299074.1228252524,-88845.43042110739,-11124.956136447336
810.0,305069.64598405594,-82849.90726230387,-6344.940389615793
840.0,309094.53810981225,-78825.01513654756,-3136.0381419172395
870.0,310518.0121135073,-77401.5411328525,-2001.153333261854
900.0,308182.5047030918,-79737.048543268,-3863.16969162343
930.0,308935.2241919986,-78984.32905436121,-3263.053419094631
960.0,311314.68906669365,-76604.86417966615,-1365.9913498114663
990.0,314864.8224496622,-73054.73079669761,1464.402766676016
1020.0,316925.75442776916,-70993.79881859064,3107.50997309798
1050.0,314708.0156442301,-73211.53760212968,1339.386320350524
1080.0,318238.116289233,-69681.43695712683,4153.809052791627
1110.0,323502.32789665944,-64417.22534970037,8350.776308468692
1140.0,326306.07418363256,-61613.479062727245,10586.10274235512
1170.0,328032.6115305358,-59886.94171582401,11962.60909336006
1200.0,348410.77448471426,-39508.778761645546,28209.388103702586
1230.0,353274.5475420284,-34645.00570433139,32087.100054300103
1260.0,355328.2160861799,-32591.337160179915,33724.416385136465
1290.0,360191.32049171155,-27728.232754648256,37601.595243630916
1320.0,354995.5767061486,-32923.97654021118,33459.21492857447
1350.0,357965.7915813821,-29953.761664977705,35827.26080197622
1380.0,353620.59995399683,-34298.953292362974,32362.995240529057
1410.0,359622.3187113419,-28297.234535017924,37147.950516039746
1440.0,358606.9378855512,-29312.615360808617,36338.423772875794
1470.0,363960.91263238614,-23958.640613973665,40606.95596266997
1500.0,362094.447997417,-25825.105248942797,39118.89059960712
1530.0,359759.71668995795,-28159.83655640186,37257.493000318704
1560.0,358980.4650246642,-28939.088221695623,36636.22357441723
1590.0,363311.8986864401,-24607.654559919727,40089.52040294233
1620.0,365870.05787005374,-22049.495376306062,42129.04904067594
1650.0,366478.03710666986,-21441.51613968995,42613.769097257566
1680.0,369721.00944415474,-18198.543802205066,45199.2747202248
1710.0,371980.24350736954,-15939.309738990269,47000.48107234906
1740.0,375487.6997822329,-12431.853464126878,49796.850260007326
1770.0,377183.9739447981,-10735.579301561695,51149.228858712166
1800.0,377565.08202732995,-10354.47121902986,51453.07267475551
