Time,Home Value,Equity,HEP Expectation
0.0,171415.55818069703,70454.60589653338,71710.77543914938
1.0,171850.26041060183,70889.30812643818,72057.34794818501
2.0,171726.3238013353,70765.37151717165,71958.53773125955
3.0,171934.61415972203,70973.66187555838,72124.60016928715
4.0,171938.9909031533,70978.03861898964,72128.08958997107
5.0,172481.37417208875,71520.4218879251,72560.51233235054
6.0,172734.62003565882,71773.66775149517,72762.41618354448
7.0,172463.01875130026,71502.06646713661,72545.87821317781
8.0,172397.86310168973,71436.91081752608,72493.93194879286
9.0,172515.27435331422,71554.32206915057,72587.5397319262
10.0,172545.81567976964,71584.863395606,72611.88923696843
11.0,172968.68141509802,72007.72913093437,72949.0249330748
12.0,173149.6027418582,72188.65045769454,73093.26702303847
12.999999999999998,173279.84277599747,72318.89049183382,73197.10273471268
14.0,173204.34549918884,72243.3932150252,73136.91146158613
15.0,173306.05445951744,72345.1021753538,73218.00037060831
16.0,172781.2492095953,71820.29692543164,72799.59195282671
17.0,172604.54410309333,71643.59181892968,72658.71130417396
18.0,172930.68900046256,71969.73671629891,72918.73494245889
19.0,172242.71359416435,71281.7613100007,72370.23680669413
20.0,172384.63349936402,71423.68121520037,72483.38446098132
21.0,172243.54551633348,71282.59323216983,72370.90006842512
22.0,171972.18291538922,71011.23063122557,72154.55239179074
23.0,171651.1477165942,70690.19543243054,71898.60253305755
24.0,171903.52234180985,70942.5700576462,72099.81177713496
25.0,172683.86400474052,71722.91172057687,72721.950219089
25.999999999999996,172653.4145590169,71692.46227485326,72697.67396726142
27.0,173029.8155974329,72068.86331326925,72997.76502572231
28.0,173021.94236316922,72060.99007900557,72991.48797820501
29.000000000000004,173294.80646099805,72333.8541768344,73209.03274449479
30.0,173709.69848946301,72748.74620529937,73539.81128988085
60.0,170999.1359109088,70038.18362674516,71378.77688719712
90.0,174532.2293210557,73571.27703689205,74195.58564403279
120.0,174507.127749707,73546.17546554335,74175.5730607871
150.0,173060.91596168658,72099.96367752293,73022.5602315663
180.0,173334.825425596,72373.87314143236,73240.93843076825
210.0,172026.69431711847,71065.74203295482,72198.01237880874
240.0,173118.89674454747,72157.94446038382,73068.7862318248
270.0,174299.35245209307,73338.40016792942,74009.9212622549
300.0,177539.79046672647,76578.83818256282,76593.40636043777
330.0,176610.82112146443,75649.86883730078,75852.77239388289
360.0,178489.2342448837,77528.28196072005,77350.36385857683
390.0,180187.08261200247,79226.13032783882,78703.99751415587
420.0,182922.35508301834,81961.40279885469,80884.7322285456
450.0,180175.7153239482,79214.76303978456,78694.9347827713
480.0,181851.2266443202,80890.27436015656,80030.75991149466
510.0,181369.36138655886,80408.4091023952,79646.58601057858
540.0,178783.9740536778,77823.02176951416,77585.34934523705
570.0,178013.19168901624,77052.23940485259,76970.83218920663
600.0,176946.73051167725,75985.7782275136,76120.58091237192
630.0,178942.82557538795,77981.8732912243,77711.99597057242
660.0,179349.01803027937,78388.06574611572,78035.83865772378
690.0,179851.01544169884,78890.06315753519,78436.06320325495
720.0,181173.9747373998,80213.02245323616,79490.81123747483
750.0,183023.2604871867,82062.30820302304,80965.1804910391
780.0,181568.25803891488,80607.30575475123,79805.15918343971
810.0,181010.4227091069,80049.47042494325,79360.41706669786
840.0,178841.589087665,77880.63680350134,77631.28374702625
870.0,178626.40911770528,77665.45683354163,77459.72846860155
900.0,177262.5136882861,76301.56140412245,76372.34352203815
930.0,179738.10043277915,78777.1481486155,78346.04011329368
960.0,179827.9737994405,78867.02151527684,78417.69292764922
990.0,178906.56515333665,77945.612869173,77683.08683557267
1020.0,178880.06842189308,77919.11613772943,77661.96194118312
1050.0,180048.69913041583,79087.74684625218,78593.66932367688
1080.0,182646.99877618486,81686.04649202121,80665.20051333228
1110.0,188974.21269936932,88013.26041520567,85709.66141946426
1140.0,189145.82563108858,88184.87334692493,85846.48225965624
1170.0,190678.93971974618,89717.98743558253,87068.77917876866
1200.0,187531.4483053256,86570.49602116196,84559.39707391331
1230.0,187554.1301761147,86593.17789195105,84577.48051662011
1260.0,190384.49233983053,89423.54005566688,86834.02683517318
1290.0,191337.53712057613,90376.58483641248,87593.85528362315
1320.0,189734.6604368828,88773.70815271916,86315.93914764209
1350.0,189563.80859708381,88602.85631292016,86179.7250987621
1380.0,189957.98661136333,88997.03432719968,86493.98910298737
1410.0,187503.36077073202,86542.40848656837,84537.00388918347
1440.0,185392.3470462705,84431.39476210685,82853.9683012237
1470.0,186576.57303293765,85615.620748774,83798.10924007808
1500.0,185566.59111467632,84605.63883051267,82992.88685240115
1530.0,185152.5792373462,84191.62695318254,82662.81001997202
1560.0,184005.46325105196,83044.51096688831,81748.25555446597
1590.0,186126.36855089298,85165.41626672933,83439.17734098138
1620.0,183755.06640496655,82794.1141208029,81548.62312280941
1650.0,184881.9616861629,83921.00940199924,82447.05634481093
1680.0,184960.96615401903,84000.01386985538,82510.04377566889
1710.0,182970.7902041952,82009.83792003154,80923.34781484105
1740.0,184783.9540940895,83823.00180992586,82368.91840404893
1770.0,187244.21460278038,86283.26231861673,84330.39593676136
1800.0,188255.31832671526,87294.36604255161,85136.51269989854
