Time,Home Value,Equity,HEP Expectation
0.0,323670.628374571,16053.1229642767,60146.86294139815
1.0,323224.0811162052,15606.575705910916,59790.84681567299
2.0,322506.3862448501,14888.880834555835,59218.65441550512
3.0,323254.7688266507,15637.263416356407,59815.313027424374
4.0,322511.2799267186,14893.774516424339,59222.555972679016
5.0,322676.29019966995,15058.78478937567,59354.11274966159
6.0,322772.49060036044,15154.98519006616,59430.809881500165
7.0,322879.8130870559,15262.307676761644,59516.374253916976
8.0,323330.92925140914,15713.423841114854,59876.033004645375
9.0,323933.75290171424,16316.247491419956,60356.64269702723
10.0,323516.9463924107,15899.440982116445,60024.33780467982
11.0,322927.96692358627,15310.461513291986,59554.765582044434
12.0,322526.1296350883,14908.624224794039,59234.395112978025
12.999999999999998,322201.69903621444,14584.193625920161,58975.738223446395
14.0,322093.95989027986,14476.45447998558,58889.84166355046
15.0,323199.1815141957,15581.676103901409,59770.995255343245
16.0,322362.71145366057,14745.206043366285,59104.10765350985
17.0,322268.59612128243,14651.090710988152,59029.072871912
18.0,321680.18446150306,14062.679051208775,58559.95334307907
19.0,322110.3624975315,14492.857087237237,58902.918874475254
20.0,322196.5199886131,14579.014578318805,58971.60915440065
21.0,323120.31545284885,15502.81004255457,59708.11817103492
22.0,323215.2362378812,15597.7308275869,59783.79511116814
23.0,323584.1784770722,15966.673066777934,60077.93953631561
24.0,322515.2454886815,14897.7400783872,59225.71757311412
25.0,322712.1128599524,15094.607449658099,59382.67287289152
25.999999999999996,323192.52248929103,15575.017078996752,59765.68625343303
27.0,322527.63440360327,14910.128993308987,59235.59481098706
28.0,322998.3937126367,15380.888302342442,59610.91433699767
29.000000000000004,323911.57178529986,16294.066375005583,60338.95848783737
30.0,324563.6241103044,16946.11870001012,60858.81643829884
60.0,327143.7072268655,19526.201816571236,62915.824242061084
90.0,327085.6717199756,19468.166309681314,62869.55461229544
120.0,301349.4842696215,-6268.02114067279,42351.01469214439
150.0,301597.6424149488,-6019.862995345495,42548.86228791715
180.0,305979.93664243066,-1637.5687678636168,46042.70842273756
210.0,302058.61179596325,-5558.8936143310275,42916.3766551698
240.0,303761.4515336444,-3856.0538766498794,44273.98975161735
270.0,304783.5801243782,-2833.925285916077,45088.896245943884
300.0,305281.0704136055,-2336.4349966887967,45485.527424477594
330.0,305895.7480007731,-1721.757409521204,45975.587835898266
360.0,309522.5555034896,1905.050093195343,48867.11148021215
390.0,310696.6056103215,3079.1002000272274,49803.139554757276
420.0,312038.6930669351,4421.187656640832,50873.13778615736
450.0,311666.82310806634,4049.3176977720577,50576.65919503457
480.0,309473.2317602688,1855.7263499745168,48827.7874274075
510.0,310759.14894798136,3141.6435376870795,49853.00311644405
540.0,310503.9907987419,2886.485388447647,49649.57466841847
570.0,310181.7725601387,2564.2671498444397,49392.681614444016
600.0,309417.37694016227,1799.871529867989,48783.25638106274
630.0,310330.24009382277,2712.7346835284843,49511.049458267735
660.0,307826.12569248624,208.6202821919578,47514.608788585654
690.0,311604.0838545659,3986.5784442716395,50526.6394366693
720.0,306066.49916476716,-1551.0062455271254,46111.721619567004
750.0,310304.6754720097,2687.170061715413,49490.66770148166
780.0,307909.96185526426,292.45644496998284,47581.44835664644
810.0,306027.57124169054,-1589.934168603737,46080.68578159772
840.0,312592.9887745117,4975.483364217391,51315.05788894719
870.0,316114.8662197358,8497.36080944154,54122.9245589079
900.0,311167.8274992489,3550.322088954621,50178.82787913931
930.0,307641.8843567468,24.378946452517994,47367.719774445395
960.0,306830.14808966924,-787.3573206250439,46720.551539725515
990.0,303179.376952279,-4438.1284580152715,43809.922548295544
1020.0,303244.11347615474,-4373.391934139538,43861.534658752826
1050.0,309321.1311069357,1703.625696641393,48706.52302749136
1080.0,308066.64639329043,449.1409829961485,47706.367323551014
1110.0,308060.04323151027,442.5378212159849,47701.10285930794
1140.0,307102.8371051576,-514.6683051366708,46937.95671913984
1170.0,303533.8307670831,-4083.674643211183,44092.51587191577
1200.0,299004.2752117014,-8613.230198592879,40481.263557915285
1230.0,298589.07816260145,-9028.42724769283,40150.24183050828
1260.0,298161.8243335399,-9455.681076754408,39809.607664529016
1290.0,296635.0865498035,-10982.418860490783,38592.39434481615
1320.0,300767.0499655451,-6850.455444749154,41886.6606947969
1350.0,299646.27681431384,-7971.228595980443,40993.10842761152
1380.0,301565.2674549646,-6052.237955329707,42523.050892576175
1410.0,300636.300532093,-6981.204878201301,41782.418857306395
1440.0,302246.9692865311,-5370.536123763188,43066.5473320399
1470.0,301109.57878794457,-6507.926622349711,42159.74664934099
1500.0,302687.6400738683,-4929.86533642601,43417.87835801507
1530.0,300746.6501984071,-6870.855211887159,41870.39669154507
1560.0,300626.1446116042,-6991.360798690061,41774.32190586878
1590.0,302175.0994842395,-5442.405926054809,43009.24811434422
1620.0,306317.2670505261,-1300.2383597681765,46311.64986785797
1650.0,311548.6297098572,3931.1242995629436,50482.427834459864
1680.0,312607.8925869207,4990.38717662642,51326.94016445776
1710.0,345058.0353499479,37440.52993965364,77198.27604053423
1740.0,350117.6040020577,42500.09859176341,81232.08880193566
1770.0,349161.63647602557,41544.131065731286,80469.93015341419
1800.0,349899.12700697104,42281.62159667676,81057.90492353617
