Time,Home Value,Equity,HEP Expectation
0.0,345849.61987288296,195025.74060149517,178701.74555410276
1.0,345531.8888037026,194708.0095323148,178448.4299594979
2.0,344484.4205256125,193660.5412542247,177613.32104056634
3.0,344621.1162371611,193797.2369657733,177722.30363248035
4.0,343870.7502561404,193046.87098475263,177124.06372744404
5.0,343474.12059404416,192650.24132265637,176807.8451122767
6.0,344607.0903199501,193783.21104856228,177711.1212713491
7.0,344516.20403732697,193692.32476593918,177638.6608953982
8.0,344823.7758089497,193999.89653756193,177883.8768461495
9.0,345459.9931109758,194636.11383958798,178391.1101002861
10.0,344891.5012077523,194067.62193636454,177937.87187947056
11.0,344460.73171005736,193636.85243866956,177594.4347968845
12.0,344081.42200906394,193257.54273767615,177292.02476599137
12.999999999999998,345265.0288893212,194441.1496179334,178235.6721134927
14.0,346061.86136210273,195237.98209071494,178870.95808714282
15.0,345741.27098362555,194917.39171223776,178615.36286770756
16.0,345784.8128143512,194960.93354296338,178650.07720889206
17.0,345153.3012960258,194329.422024638,178146.59570745408
18.0,344640.6472137413,193816.76794235353,177737.87498015622
19.0,345084.6511216232,194260.77185023538,178091.86338368923
20.0,345608.5661396134,194784.6868682256,178509.56205145564
21.0,346385.0359125388,195561.15664115103,179128.61357426934
22.0,346450.0709832645,195626.1917118767,179180.46370543065
23.0,346927.34394685156,196103.46467546377,179560.97633478034
24.0,348051.26322756393,197227.38395617614,180457.03689825
25.0,347080.5486145387,196256.6693431509,179683.12092577526
25.999999999999996,347034.9562439698,196211.076972582,179646.77176266102
27.0,347536.15118760325,196712.27191621545,180046.35652938523
28.0,346883.5730475364,196059.69377614863,179526.0793654188
29.000000000000004,347044.67423842085,196220.79496703306,179654.51957136314
30.0,346736.4780162139,195912.59874482613,179408.8057685401
60.0,348139.0978664327,197315.2185950449,180527.06430800044
90.0,351615.520651329,200791.64137994123,183298.69160628688
120.0,367526.7941488164,216702.9148774286,195984.17973728603
150.0,372524.77427608805,221700.89500470026,199968.8901750449
180.0,371733.62334560475,220909.74407421696,199338.1338914539
210.0,369342.5303314197,218518.65106003193,197431.8011232849
240.0,374975.6853782098,224151.806106822,201922.913760964
270.0,373748.96958880394,222925.09031741615,200944.8972251364
300.0,373816.6150251835,222992.73575379569,200998.82850728332
330.0,382624.56731963536,231800.68804824757,208021.0932120739
360.0,386230.4043961575,235406.5251247697,210895.89788712154
390.0,391325.29680508195,240501.41753369416,214957.87301389786
420.0,386727.9532666304,235904.07399524262,211292.57577038294
450.0,387737.36569109105,236913.48641970326,212097.3441210621
480.0,385382.1127729828,234558.233501595,210219.58537705705
510.0,380444.8508769565,229620.9716055687,206283.28340904883
540.0,385292.04838352714,234468.16911213935,210147.7802670735
570.0,390204.89722583065,239381.01795444285,214064.61858226403
600.0,394364.57329615875,243540.69402477096,217380.9792385799
630.0,394311.721142733,243487.8418713452,217338.84211077009
660.0,395546.2602202836,244722.3809488958,218323.09587386425
690.0,394767.9868775519,243944.1076061641,217702.60642948037
720.0,396316.7152992091,245492.83602782132,218937.35209670657
750.0,389977.8948620123,239154.0155906245,213883.63773290702
780.0,399619.5693342203,248795.69006283252,221570.59925107003
810.0,398934.40511455486,248110.52584316707,221024.34237366018
840.0,405809.05342676514,254985.17415537735,226505.25309919755
870.0,410277.75054946943,259453.87127808164,230067.98516587008
900.0,412355.14287795586,261531.26360656807,231724.21561974325
930.0,413972.023091304,263148.1438199162,233013.2962680593
960.0,414353.49661478796,263529.61734340014,233317.43143707706
990.0,420004.3475225761,269180.4682511883,237822.65235054525
1020.0,421608.66659149504,270784.7873201072,239101.71844857448
1050.0,413379.785227082,262555.90595569415,232541.12624354786
1080.0,410716.15146714443,259892.27219575664,230417.5065061112
1110.0,415581.80696367245,264757.9276922847,234296.71925803105
1140.0,412323.04579059035,261499.16651920255,231698.62576228278
1170.0,414808.9944308051,263985.11515941727,233680.5835216474
1200.0,416248.80058541824,265424.9213140304,234828.48936891783
1230.0,418983.2931830974,268159.41391170956,237008.6023182453
1260.0,421643.375883129,270819.49661174126,239129.39092288192
1290.0,427754.5150419508,276930.63577056304,244001.5831630794
1320.0,429541.82541240676,278717.946141019,245426.54166777807
1350.0,426151.99691714055,275328.11764575273,242723.9528932458
1380.0,418777.18743610836,267953.30816472054,236844.281592593
1410.0,421001.1840619953,270177.30479060754,238617.39439877574
1440.0,418751.8936925289,267928.0144211411,236824.1157973148
1470.0,414331.0949425062,263507.21567111847,233299.57138659846
1500.0,407742.6056643526,256918.7263929648,228046.80500354109
1530.0,414298.14072863123,263474.26145724347,233273.29817288968
1560.0,408034.19970138016,257210.32042999237,228279.28247911006
1590.0,451066.89742194745,300243.0181505596,262587.7101650105
1620.0,449292.57333503483,298468.69406364707,261173.1051587783
1650.0,449856.19668547856,299032.31741409074,261622.46185694184
1680.0,450119.700052644,299295.8207812562,261832.54364814374
1710.0,470920.55314215843,320096.6738707706,278416.3183550118
1740.0,469198.1181912578,318374.23891987,277043.08269731805
1770.0,474795.42755838356,323971.54828699573,281505.61685923894
1800.0,475773.10422116803,324949.22494978027,282285.08342448063
